f(Cortisol),g(Epinephrine),h(CRH),Arousal
4.92881,1.39687,4.18853,13.76462
4.93707,1.39697,4.18896,13.78901
4.93707,1.39697,4.18896,13.78901
4.94532,1.39707,4.18939,13.81336
4.94532,1.39707,4.18939,13.81336
4.95353,1.39717,4.18984,13.83766
4.95353,1.39717,4.18984,13.83766
4.96173,1.39727,4.19029,13.86193
4.96173,1.39727,4.19029,13.86193
4.96989,1.39738,4.19065,13.88587
4.96989,1.39738,4.19065,13.88587
4.97804,1.39748,4.19102,13.90980
4.97804,1.39748,4.19102,13.90980
4.98615,1.39758,4.19137,13.93361
4.98615,1.39758,4.19137,13.93361
4.99425,1.39768,4.19177,13.95748
4.99425,1.39768,4.19177,13.95748
5.00231,1.39778,4.19215,13.98123
5.00231,1.39778,4.19215,13.98123
5.01035,1.39789,4.19022,13.99913
5.01035,1.39789,4.19022,13.99913
5.01836,1.39799,4.18944,14.01979
5.01836,1.39799,4.18944,14.01979
5.02634,1.39809,4.18923,14.04180
5.02634,1.39809,4.18923,14.04180
5.03428,1.39819,4.18929,14.06441
5.03428,1.39819,4.18929,14.06441
5.03683,1.39831,2.58388,10.02876
5.03683,1.39831,2.58388,10.02876
5.03768,1.39844,2.57503,10.00850
5.03768,1.39844,2.57503,10.00850
5.03847,1.39858,2.56223,9.97817
5.03847,1.39858,2.56223,9.97817
5.03918,1.39874,2.52937,9.89718
5.03918,1.39874,2.52937,9.89718
5.03976,1.39890,2.51696,9.86744
5.03976,1.39890,2.51696,9.86744
5.04025,1.39908,2.50378,9.83565
5.04025,1.39908,2.50378,9.83565
5.04068,1.39927,2.48441,9.78815
5.04068,1.39927,2.48441,9.78815
5.04102,1.39947,2.45914,9.72563
5.04102,1.39947,2.45914,9.72563
5.04120,1.39969,2.40438,9.58849
5.04120,1.39969,2.40438,9.58849
5.04113,1.39992,2.36724,9.49533
5.04113,1.39992,2.36724,9.49533
5.04088,1.40017,2.34730,9.44522
5.04088,1.40017,2.34730,9.44522
5.04054,1.40042,2.32758,9.39552
5.04054,1.40042,2.32758,9.39552
5.03998,1.40070,2.25698,9.21724
5.03998,1.40070,2.25698,9.21724
5.03919,1.40098,2.23566,9.16280
5.03919,1.40098,2.23566,9.16280
5.03830,1.40128,2.21518,9.11032
5.03830,1.40128,2.21518,9.11032
5.03730,1.40159,2.20614,9.08656
5.03730,1.40159,2.20614,9.08656
5.03624,1.40192,2.17137,8.99792
5.03624,1.40192,2.17137,8.99792
5.03501,1.40226,2.14143,8.92121
5.03501,1.40226,2.14143,8.92121
5.03363,1.40262,2.11110,8.84333
5.03363,1.40262,2.11110,8.84333
5.03208,1.40299,2.07858,8.75974
5.03208,1.40299,2.07858,8.75974
5.03041,1.40338,2.07421,8.74679
5.03041,1.40338,2.07421,8.74679
5.02872,1.40377,2.06657,8.72564
5.02872,1.40377,2.06657,8.72564
5.02699,1.40418,2.05730,8.70036
5.02699,1.40418,2.05730,8.70036
5.02522,1.40461,2.04504,8.66756
5.02522,1.40461,2.04504,8.66756
5.02338,1.40504,2.03382,8.63731
5.02338,1.40504,2.03382,8.63731
5.02149,1.40550,2.03164,8.62973
5.02149,1.40550,2.03164,8.62973
5.01960,1.40596,2.02466,8.61012
5.01960,1.40596,2.02466,8.61012
5.01767,1.40644,2.01679,8.58827
5.01767,1.40644,2.01679,8.58827
5.01570,1.40694,2.00874,8.56596
5.01570,1.40694,2.00874,8.56596
5.01370,1.40744,1.99578,8.53130
5.01370,1.40744,1.99578,8.53130
5.01163,1.40796,1.98532,8.50288
5.01163,1.40796,1.98532,8.50288
5.00951,1.40849,1.98533,8.50065
5.00951,1.40849,1.98533,8.50065
5.00740,1.40904,1.98237,8.49102
5.00740,1.40904,1.98237,8.49102
5.00527,1.40960,1.97549,8.47160
5.00527,1.40960,1.97549,8.47160
5.00311,1.41017,1.96851,8.45192
5.00311,1.41017,1.96851,8.45192
5.00092,1.41076,1.96178,8.43285
5.00092,1.41076,1.96178,8.43285
4.99870,1.41135,1.95539,8.41462
4.99870,1.41135,1.95539,8.41462
4.99645,1.41196,1.94755,8.39277
4.99645,1.41196,1.94755,8.39277
4.99417,1.41258,1.94807,8.39180
4.99417,1.41258,1.94807,8.39180
4.99189,1.41322,1.94606,8.38453
4.99189,1.41322,1.94606,8.38453
4.98960,1.41386,1.94266,8.37381
4.98960,1.41386,1.94266,8.37381
4.98730,1.41452,1.93688,8.35717
4.98730,1.41452,1.93688,8.35717
4.98498,1.41519,1.93139,8.34127
4.98498,1.41519,1.93139,8.34127
4.98263,1.41587,1.92623,8.32616
4.98263,1.41587,1.92623,8.32616
4.98025,1.41657,1.92155,8.31229
4.98025,1.41657,1.92155,8.31229
4.97786,1.41727,1.91733,8.29954
4.97786,1.41727,1.91733,8.29954
4.97545,1.41798,1.91196,8.28392
4.97545,1.41798,1.91196,8.28392
4.97302,1.41871,1.91425,8.28738
4.97302,1.41871,1.91425,8.28738
4.97060,1.41945,1.91413,8.28489
4.97060,1.41945,1.91413,8.28489
4.96819,1.42019,1.91261,8.27893
4.96819,1.42019,1.91261,8.27893
4.96577,1.42095,1.91023,8.27089
4.96577,1.42095,1.91023,8.27089
4.96334,1.42172,1.90591,8.25804
4.96334,1.42172,1.90591,8.25804
4.96090,1.42250,1.90202,8.24623
4.96090,1.42250,1.90202,8.24623
4.95844,1.42329,1.89848,8.23533
4.95844,1.42329,1.89848,8.23533
4.95596,1.42408,1.89539,8.22554
4.95596,1.42408,1.89539,8.22554
4.95348,1.42489,1.89271,8.21677
4.95348,1.42489,1.89271,8.21677
4.95098,1.42571,1.89042,8.20899
4.95098,1.42571,1.89042,8.20899
4.94848,1.42653,1.88675,8.19780
4.94848,1.42653,1.88675,8.19780
4.94597,1.42737,1.88382,8.18846
4.94597,1.42737,1.88382,8.18846
4.94344,1.42822,1.88150,8.18063
4.94344,1.42822,1.88150,8.18063
4.94090,1.42907,1.88548,8.18838
4.94090,1.42907,1.88548,8.18838
4.93839,1.42993,1.88723,8.19066
4.93839,1.42993,1.88723,8.19066
4.93590,1.43080,1.88756,8.18950
4.93590,1.43080,1.88756,8.18950
4.93340,1.43168,1.88538,8.18215
4.93340,1.43168,1.88538,8.18215
4.93090,1.43257,1.88319,8.17479
4.93090,1.43257,1.88319,8.17479
4.92840,1.43347,1.88112,8.16774
4.92840,1.43347,1.88112,8.16774
4.92589,1.43437,1.87924,8.16118
4.92589,1.43437,1.87924,8.16118
4.92337,1.43528,1.87758,8.15517
4.92337,1.43528,1.87758,8.15517
4.92085,1.43620,1.87615,8.14974
4.92085,1.43620,1.87615,8.14974
4.91832,1.43713,1.87487,8.14469
4.91832,1.43713,1.87487,8.14469
4.91580,1.43806,1.87217,8.13615
4.91580,1.43806,1.87217,8.13615
4.91326,1.43900,1.87012,8.12924
4.91326,1.43900,1.87012,8.12924
4.91072,1.43995,1.86858,8.12357
4.91072,1.43995,1.86858,8.12357
4.90817,1.44091,1.86743,8.11889
4.90817,1.44091,1.86743,8.11889
4.90563,1.44187,1.86659,8.11497
4.90563,1.44187,1.86659,8.11497
4.90308,1.44284,1.86599,8.11166
4.90308,1.44284,1.86599,8.11166
4.90053,1.44381,1.86552,8.10868
4.90053,1.44381,1.86552,8.10868
4.89799,1.44479,1.86381,8.10270
4.89799,1.44479,1.86381,8.10270
4.89544,1.44578,1.86264,8.09802
4.89544,1.44578,1.86264,8.09802
4.89289,1.44677,1.86185,8.09432
4.89289,1.44677,1.86185,8.09432
4.89034,1.44777,1.86136,8.09135
4.89034,1.44777,1.86136,8.09135
4.88780,1.44878,1.86110,8.08894
4.88780,1.44878,1.86110,8.08894
4.88525,1.44979,1.86101,8.08699
4.88525,1.44979,1.86101,8.08699
4.88271,1.45081,1.86098,8.08519
4.88271,1.45081,1.86098,8.08519
4.88018,1.45183,1.86104,8.08363
4.88018,1.45183,1.86104,8.08363
4.87764,1.45285,1.85983,8.07900
4.87764,1.45285,1.85983,8.07900
4.87511,1.45389,1.85909,8.07550
4.87511,1.45389,1.85909,8.07550
4.87258,1.45492,1.85868,8.07282
4.87258,1.45492,1.85868,8.07282
4.87005,1.45596,1.85850,8.07074
4.87005,1.45596,1.85850,8.07074
4.86752,1.45701,1.85851,8.06913
4.86752,1.45701,1.85851,8.06913
4.85734,1.44934,0.44409,4.59847
4.85734,1.44934,0.44409,4.59847
4.84718,1.44184,0.44418,4.57090
4.84718,1.44184,0.44418,4.57090
4.83705,1.43450,0.44433,4.54396
4.83705,1.43450,0.44433,4.54396
4.82693,1.42733,0.44426,4.51700
4.82693,1.42733,0.44426,4.51700
4.81684,1.42033,0.44432,4.49082
4.81684,1.42033,0.44432,4.49082
4.80677,1.41348,0.44448,4.46535
4.80677,1.41348,0.44448,4.46535
4.79672,1.40678,0.44473,4.44055
4.79672,1.40678,0.44473,4.44055
4.78669,1.40024,0.44505,4.41638
4.78669,1.40024,0.44505,4.41638
4.77669,1.39385,0.44543,4.39280
4.77669,1.39385,0.44543,4.39280
4.76671,1.38760,0.44588,4.36978
4.76671,1.38760,0.44588,4.36978
4.75675,1.38149,0.44637,4.34729
4.75675,1.38149,0.44637,4.34729
4.74681,1.37552,0.44690,4.32533
4.74681,1.37552,0.44690,4.32533
4.73690,1.36969,0.44731,4.30346
4.73690,1.36969,0.44731,4.30346
4.72702,1.36400,0.44779,4.28215
4.72702,1.36400,0.44779,4.28215
4.71715,1.35843,0.44834,4.26137
4.71715,1.35843,0.44834,4.26137
4.70731,1.35300,0.44893,4.24107
4.70731,1.35300,0.44893,4.24107
4.69749,1.34768,0.44955,4.22121
4.69749,1.34768,0.44955,4.22121
4.68770,1.34250,0.45006,4.20145
4.68770,1.34250,0.45006,4.20145
4.67793,1.33743,0.45056,4.18200
4.67793,1.33743,0.45056,4.18200
4.66818,1.33248,0.45108,4.16295
4.66818,1.33248,0.45108,4.16295
4.65846,1.32764,0.45164,4.14432
4.65846,1.32764,0.45164,4.14432
4.64876,1.32292,0.45224,4.12611
4.64876,1.32292,0.45224,4.12611
4.63908,1.31831,0.45287,4.10829
4.63908,1.31831,0.45287,4.10829
4.62943,1.31381,0.45357,4.09094
4.62943,1.31381,0.45357,4.09094
4.61980,1.30941,0.45428,4.07391
4.61980,1.30941,0.45428,4.07391
4.61019,1.30512,0.45499,4.05718
4.61019,1.30512,0.45499,4.05718
4.60061,1.30092,0.45570,4.04074
4.60061,1.30092,0.45570,4.04074
4.59105,1.29683,0.45643,4.02462
4.59105,1.29683,0.45643,4.02462
4.58152,1.29284,0.45698,4.00837
4.58152,1.29284,0.45698,4.00837
4.57201,1.28894,0.45749,3.99231
4.57201,1.28894,0.45749,3.99231
4.56252,1.28513,0.45801,3.97651
4.56252,1.28513,0.45801,3.97651
4.55306,1.28141,0.45854,3.96103
4.55306,1.28141,0.45854,3.96103
4.54361,1.27779,0.45912,3.94588
4.54361,1.27779,0.45912,3.94588
4.53419,1.27425,0.45972,3.93103
4.53419,1.27425,0.45972,3.93103
4.52480,1.27079,0.45882,3.91303
4.52480,1.27079,0.45882,3.91303
4.51542,1.26742,0.45861,3.89685
4.51542,1.26742,0.45861,3.89685
4.50605,1.26413,0.45885,3.88188
4.50605,1.26413,0.45885,3.88188
4.49671,1.26092,0.45935,3.86775
4.49671,1.26092,0.45935,3.86775
4.48739,1.25779,0.46002,3.85420
4.48739,1.25779,0.46002,3.85420
4.47810,1.25474,0.46063,3.84076
4.47810,1.25474,0.46063,3.84076
4.46882,1.25176,0.46126,3.82755
4.46882,1.25176,0.46126,3.82755
4.45957,1.24886,0.46192,3.81462
4.45957,1.24886,0.46192,3.81462
4.45034,1.24602,0.46261,3.80197
4.45034,1.24602,0.46261,3.80197
4.44114,1.24326,0.46337,3.78966
4.44114,1.24326,0.46337,3.78966
4.43196,1.24057,0.46413,3.77754
4.43196,1.24057,0.46413,3.77754
4.42280,1.23794,0.46489,3.76560
4.42280,1.23794,0.46489,3.76560
4.41367,1.23538,0.46563,3.75382
4.41367,1.23538,0.46563,3.75382
4.40455,1.23289,0.46636,3.74217
4.40455,1.23289,0.46636,3.74217
4.39547,1.23045,0.46708,3.73069
4.39547,1.23045,0.46708,3.73069
4.38640,1.22808,0.46778,3.71933
4.38640,1.22808,0.46778,3.71933
4.37736,1.22577,0.46846,3.70809
4.37736,1.22577,0.46846,3.70809
4.36834,1.22352,0.46911,3.69696
4.36834,1.22352,0.46911,3.69696
4.35934,1.22133,0.46823,3.68264
4.35934,1.22133,0.46823,3.68264
4.35036,1.21919,0.46806,3.67004
4.35036,1.21919,0.46806,3.67004
4.34139,1.21711,0.46834,3.65856
4.34139,1.21711,0.46834,3.65856
4.33245,1.21508,0.46888,3.64780
4.33245,1.21508,0.46888,3.64780
4.32353,1.21311,0.46943,3.63720
4.32353,1.21311,0.46943,3.63720
4.31462,1.21118,0.47001,3.62683
4.31462,1.21118,0.47001,3.62683
4.30575,1.20931,0.47065,3.61670
4.30575,1.20931,0.47065,3.61670
4.29689,1.20749,0.47132,3.60679
4.29689,1.20749,0.47132,3.60679
4.28805,1.20572,0.47202,3.59706
4.28805,1.20572,0.47202,3.59706
4.27924,1.20399,0.47272,3.58748
4.27924,1.20399,0.47272,3.58748
4.27045,1.20231,0.47342,3.57802
4.27045,1.20231,0.47342,3.57802
4.26168,1.20068,0.47410,3.56865
4.26168,1.20068,0.47410,3.56865
4.25294,1.19909,0.47478,3.55938
4.25294,1.19909,0.47478,3.55938
4.24421,1.19754,0.47543,3.55018
4.24421,1.19754,0.47543,3.55018
4.23551,1.19604,0.47610,3.54114
4.23551,1.19604,0.47610,3.54114
4.22683,1.19457,0.47675,3.53216
4.22683,1.19457,0.47675,3.53216
4.21817,1.19315,0.47736,3.52323
4.21817,1.19315,0.47736,3.52323
4.20954,1.19177,0.47795,3.51433
4.20954,1.19177,0.47795,3.51433
4.20092,1.19043,0.47851,3.50550
4.20092,1.19043,0.47851,3.50550
4.19233,1.18912,0.47905,3.49672
4.19233,1.18912,0.47905,3.49672
4.18375,1.18785,0.47957,3.48800
4.18375,1.18785,0.47957,3.48800
4.17520,1.18662,0.48007,3.47934
4.17520,1.18662,0.48007,3.47934
4.16667,1.18543,0.48055,3.47076
4.16667,1.18543,0.48055,3.47076
4.15816,1.18426,0.48103,3.46224
4.15816,1.18426,0.48103,3.46224
4.14967,1.18314,0.48149,3.45378
4.14967,1.18314,0.48149,3.45378
4.14120,1.18204,0.48045,3.44232
4.14120,1.18204,0.48045,3.44232
4.13274,1.18098,0.48016,3.43250
4.13274,1.18098,0.48016,3.43250
4.12430,1.17995,0.48096,3.42500
4.12430,1.17995,0.48096,3.42500
4.11588,1.17895,0.48186,3.41780
4.11588,1.17895,0.48186,3.41780
4.10748,1.17798,0.48279,3.41076
4.10748,1.17798,0.48279,3.41076
4.09911,1.17704,0.48356,3.40346
4.09911,1.17704,0.48356,3.40346
4.09076,1.17613,0.48426,3.39608
4.09076,1.17613,0.48426,3.39608
4.08242,1.17525,0.48493,3.38874
4.08242,1.17525,0.48493,3.38874
4.07411,1.17439,0.48560,3.38147
4.07411,1.17439,0.48560,3.38147
4.06583,1.17357,0.48626,3.37425
4.06583,1.17357,0.48626,3.37425
4.05756,1.17277,0.48691,3.36709
4.05756,1.17277,0.48691,3.36709
4.04931,1.17199,0.48757,3.36000
4.04931,1.17199,0.48757,3.36000
4.04109,1.17124,0.48819,3.35293
4.04109,1.17124,0.48819,3.35293
4.03288,1.17052,0.48880,3.34587
4.03288,1.17052,0.48880,3.34587
4.02470,1.16982,0.48938,3.33883
4.02470,1.16982,0.48938,3.33883
4.01653,1.16914,0.48997,3.33189
4.01653,1.16914,0.48997,3.33189
4.00839,1.16848,0.49052,3.32494
4.00839,1.16848,0.49052,3.32494
4.00026,1.16785,0.49105,3.31799
4.00026,1.16785,0.49105,3.31799
3.99216,1.16724,0.49155,3.31105
3.99216,1.16724,0.49155,3.31105
3.98408,1.16665,0.49203,3.30412
3.98408,1.16665,0.49203,3.30412
3.97601,1.16608,0.49249,3.29722
3.97601,1.16608,0.49249,3.29722
3.96797,1.16553,0.49293,3.29034
3.96797,1.16553,0.49293,3.29034
3.95994,1.16501,0.49336,3.28348
3.95994,1.16501,0.49336,3.28348
3.95194,1.16450,0.49378,3.27666
3.95194,1.16450,0.49378,3.27666
3.94395,1.16401,0.49418,3.26986
3.94395,1.16401,0.49418,3.26986
3.93598,1.16354,0.49457,3.26310
3.93598,1.16354,0.49457,3.26310
3.92803,1.16308,0.49496,3.25637
3.92803,1.16308,0.49496,3.25637
3.92010,1.16265,0.49533,3.24968
3.92010,1.16265,0.49533,3.24968
3.91219,1.16223,0.49570,3.24302
3.91219,1.16223,0.49570,3.24302
3.90430,1.16183,0.49606,3.23639
3.90430,1.16183,0.49606,3.23639
3.89642,1.16144,0.49641,3.22980
3.89642,1.16144,0.49641,3.22980
3.88857,1.16107,0.49676,3.22325
3.88857,1.16107,0.49676,3.22325
3.88073,1.16072,0.49711,3.21675
3.88073,1.16072,0.49711,3.21675
3.87291,1.16038,0.49596,3.20738
3.87291,1.16038,0.49596,3.20738
3.86510,1.16005,0.49560,3.19959
3.86510,1.16005,0.49560,3.19959
3.85731,1.15974,0.49572,3.19278
3.85731,1.15974,0.49572,3.19278
3.84953,1.15945,0.49612,3.18654
3.84953,1.15945,0.49612,3.18654
3.84177,1.15917,0.49668,3.18065
3.84177,1.15917,0.49668,3.18065
3.83403,1.15890,0.49731,3.17494
3.83403,1.15890,0.49731,3.17494
3.82631,1.15864,0.49797,3.16932
3.82631,1.15864,0.49797,3.16932
3.81861,1.15840,0.49863,3.16374
3.81861,1.15840,0.49863,3.16374
3.81093,1.15817,0.49928,3.15818
3.81093,1.15817,0.49928,3.15818
3.80327,1.15796,0.49990,3.15261
3.80327,1.15796,0.49990,3.15261
3.79563,1.15775,0.50050,3.14702
3.79563,1.15775,0.50050,3.14702
3.78801,1.15756,0.50107,3.14141
3.78801,1.15756,0.50107,3.14141
3.78040,1.15738,0.50161,3.13578
3.78040,1.15738,0.50161,3.13578
3.77282,1.15720,0.50213,3.13014
3.77282,1.15720,0.50213,3.13014
3.76526,1.15704,0.50262,3.12449
3.76526,1.15704,0.50262,3.12449
3.75771,1.15689,0.50309,3.11883
3.75771,1.15689,0.50309,3.11883
3.75018,1.15675,0.50354,3.11317
3.75018,1.15675,0.50354,3.11317
3.74267,1.15662,0.50384,3.10726
3.74267,1.15662,0.50384,3.10726
3.73518,1.15650,0.50408,3.10125
3.73518,1.15650,0.50408,3.10125
3.72770,1.15639,0.50430,3.09525
3.72770,1.15639,0.50430,3.09525
3.72024,1.15629,0.50455,3.08934
3.72024,1.15629,0.50455,3.08934
3.71280,1.15620,0.50483,3.08349
3.71280,1.15620,0.50483,3.08349
3.70538,1.15611,0.50512,3.07771
3.70538,1.15611,0.50512,3.07771
3.69797,1.15604,0.50543,3.07199
3.69797,1.15604,0.50543,3.07199
3.69058,1.15597,0.50575,3.06631
3.69058,1.15597,0.50575,3.06631
3.68321,1.15591,0.50607,3.06067
3.68321,1.15591,0.50607,3.06067
3.67585,1.15586,0.50639,3.05505
3.67585,1.15586,0.50639,3.05505
3.66851,1.15581,0.50671,3.04946
3.66851,1.15581,0.50671,3.04946
3.66119,1.15577,0.50703,3.04389
3.66119,1.15577,0.50703,3.04389
3.65389,1.15574,0.50735,3.03833
3.65389,1.15574,0.50735,3.03833
3.64660,1.15572,0.50766,3.03280
3.64660,1.15572,0.50766,3.03280
3.63933,1.15570,0.50797,3.02728
3.63933,1.15570,0.50797,3.02728
3.63208,1.15569,0.50827,3.02178
3.63208,1.15569,0.50827,3.02178
3.62484,1.15569,0.50857,3.01629
3.62484,1.15569,0.50857,3.01629
3.61762,1.15569,0.50887,3.01082
3.61762,1.15569,0.50887,3.01082
3.61042,1.15569,0.50916,3.00538
3.61042,1.15569,0.50916,3.00538
3.60323,1.15571,0.50946,2.99995
3.60323,1.15571,0.50946,2.99995
3.59606,1.15573,0.50975,2.99453
3.59606,1.15573,0.50975,2.99453
3.58891,1.15575,0.51004,2.98914
3.58891,1.15575,0.51004,2.98914
3.58177,1.15578,0.51032,2.98376
3.58177,1.15578,0.51032,2.98376
3.57465,1.15581,0.51061,2.97840
3.57465,1.15581,0.51061,2.97840
3.56755,1.15585,0.51090,2.97306
3.56755,1.15585,0.51090,2.97306
3.56046,1.15589,0.51118,2.96774
3.56046,1.15589,0.51118,2.96774
3.55339,1.15594,0.51147,2.96244
3.55339,1.15594,0.51147,2.96244
3.54634,1.15599,0.51175,2.95715
3.54634,1.15599,0.51175,2.95715
3.53930,1.15605,0.51203,2.95189
3.53930,1.15605,0.51203,2.95189
3.53228,1.15611,0.51232,2.94664
3.53228,1.15611,0.51232,2.94664
3.52527,1.15618,0.51260,2.94141
3.52527,1.15618,0.51260,2.94141
3.51828,1.15625,0.51288,2.93619
3.51828,1.15625,0.51288,2.93619
3.51131,1.15632,0.51317,2.93100
3.51131,1.15632,0.51317,2.93100
3.50435,1.15639,0.51345,2.92582
3.50435,1.15639,0.51345,2.92582
3.49741,1.15647,0.51373,2.92065
3.49741,1.15647,0.51373,2.92065
3.49049,1.15655,0.51401,2.91550
3.49049,1.15655,0.51401,2.91550
3.48358,1.15664,0.51429,2.91037
3.48358,1.15664,0.51429,2.91037
3.47668,1.15673,0.51458,2.90526
3.47668,1.15673,0.51458,2.90526
3.46981,1.15682,0.51486,2.90017
3.46981,1.15682,0.51486,2.90017
3.46294,1.15692,0.51515,2.89509
3.46294,1.15692,0.51515,2.89509
3.45610,1.15701,0.51543,2.89002
3.45610,1.15701,0.51543,2.89002
3.44927,1.15711,0.51572,2.88499
3.44927,1.15711,0.51572,2.88499
3.44246,1.15721,0.51602,2.87997
3.44246,1.15721,0.51602,2.87997
3.43566,1.15732,0.51631,2.87496
3.43566,1.15732,0.51631,2.87496
3.42888,1.15743,0.51659,2.86996
3.42888,1.15743,0.51659,2.86996
3.42211,1.15754,0.51688,2.86497
3.42211,1.15754,0.51688,2.86497
3.41536,1.15765,0.51716,2.86000
3.41536,1.15765,0.51716,2.86000
3.40862,1.15776,0.51745,2.85504
3.40862,1.15776,0.51745,2.85504
3.40190,1.15788,0.51773,2.85009
3.40190,1.15788,0.51773,2.85009
3.39520,1.15799,0.51802,2.84515
3.39520,1.15799,0.51802,2.84515
3.38851,1.15811,0.51830,2.84023
3.38851,1.15811,0.51830,2.84023
3.38184,1.15823,0.51859,2.83532
3.38184,1.15823,0.51859,2.83532
3.37518,1.15835,0.51887,2.83043
3.37518,1.15835,0.51887,2.83043
3.36854,1.15848,0.51916,2.82555
3.36854,1.15848,0.51916,2.82555
3.36191,1.15860,0.51945,2.82068
3.36191,1.15860,0.51945,2.82068
3.35530,1.15873,0.51973,2.81583
3.35530,1.15873,0.51973,2.81583
3.34870,1.15886,0.52002,2.81099
3.34870,1.15886,0.52002,2.81099
3.34212,1.15898,0.52031,2.80616
3.34212,1.15898,0.52031,2.80616
3.33556,1.15911,0.52059,2.80134
3.33556,1.15911,0.52059,2.80134
3.32901,1.15924,0.52088,2.79654
3.32901,1.15924,0.52088,2.79654
3.32247,1.15938,0.52117,2.79174
3.32247,1.15938,0.52117,2.79174
3.31595,1.15951,0.52146,2.78697
3.31595,1.15951,0.52146,2.78697
3.30945,1.15964,0.52175,2.78220
3.30945,1.15964,0.52175,2.78220
3.30296,1.15978,0.52207,2.77749
3.30296,1.15978,0.52207,2.77749
3.29648,1.15991,0.52238,2.77278
3.29648,1.15991,0.52238,2.77278
3.29003,1.16005,0.52268,2.76807
3.29003,1.16005,0.52268,2.76807
3.28358,1.16018,0.52298,2.76336
3.28358,1.16018,0.52298,2.76336
3.27715,1.16032,0.52328,2.75866
3.27715,1.16032,0.52328,2.75866
3.27074,1.16046,0.52358,2.75397
3.27074,1.16046,0.52358,2.75397
3.26434,1.16059,0.52387,2.74929
3.26434,1.16059,0.52387,2.74929
3.25795,1.16073,0.52267,2.74218
3.25795,1.16073,0.52267,2.74218
3.25158,1.16087,0.52231,2.73645
3.25158,1.16087,0.52231,2.73645
3.24521,1.16101,0.52227,2.73126
3.24521,1.16101,0.52227,2.73126
3.23886,1.16115,0.52247,2.72645
3.23886,1.16115,0.52247,2.72645
3.23252,1.16129,0.52283,2.72193
3.23252,1.16129,0.52283,2.72193
3.22620,1.16142,0.52332,2.71762
3.22620,1.16142,0.52332,2.71762
3.21989,1.16156,0.52388,2.71343
3.21989,1.16156,0.52388,2.71343
3.21360,1.16170,0.52447,2.70930
3.21360,1.16170,0.52447,2.70930
3.20732,1.16185,0.52507,2.70519
3.20732,1.16185,0.52507,2.70519
3.20106,1.16199,0.52565,2.70108
3.20106,1.16199,0.52565,2.70108
3.19482,1.16213,0.52622,2.69694
3.19482,1.16213,0.52622,2.69694
3.18859,1.16227,0.52677,2.69279
3.18859,1.16227,0.52677,2.69279
3.18238,1.16241,0.52730,2.68860
3.18238,1.16241,0.52730,2.68860
3.17618,1.16255,0.52780,2.68438
3.17618,1.16255,0.52780,2.68438
3.17000,1.16269,0.52827,2.68013
3.17000,1.16269,0.52827,2.68013
3.16384,1.16283,0.52872,2.67585
3.16384,1.16283,0.52872,2.67585
3.15769,1.16297,0.52915,2.67155
3.15769,1.16297,0.52915,2.67155
3.15156,1.16311,0.52956,2.66723
3.15156,1.16311,0.52956,2.66723
3.14544,1.16325,0.52996,2.66289
3.14544,1.16325,0.52996,2.66289
3.13933,1.16339,0.53034,2.65853
3.13933,1.16339,0.53034,2.65853
3.13324,1.16352,0.53070,2.65417
3.13324,1.16352,0.53070,2.65417
3.12717,1.16366,0.53106,2.64979
3.12717,1.16366,0.53106,2.64979
3.12111,1.16380,0.53140,2.64541
3.12111,1.16380,0.53140,2.64541
3.11506,1.16394,0.53173,2.64102
3.11506,1.16394,0.53173,2.64102
3.10903,1.16407,0.53206,2.63662
3.10903,1.16407,0.53206,2.63662
3.10301,1.16421,0.53239,2.63224
3.10301,1.16421,0.53239,2.63224
3.09701,1.16435,0.53270,2.62783
3.09701,1.16435,0.53270,2.62783
3.09102,1.16448,0.53301,2.62344
3.09102,1.16448,0.53301,2.62344
3.08504,1.16462,0.53331,2.61904
3.08504,1.16462,0.53331,2.61904
3.07908,1.16475,0.53361,2.61465
3.07908,1.16475,0.53361,2.61465
3.07313,1.16488,0.53391,2.61026
3.07313,1.16488,0.53391,2.61026
3.06720,1.16501,0.53421,2.60588
3.06720,1.16501,0.53421,2.60588
3.06128,1.16515,0.53450,2.60150
3.06128,1.16515,0.53450,2.60150
3.05537,1.16528,0.53479,2.59713
3.05537,1.16528,0.53479,2.59713
3.04948,1.16541,0.53508,2.59275
3.04948,1.16541,0.53508,2.59275
3.04360,1.16554,0.53537,2.58839
3.04360,1.16554,0.53537,2.58839
3.03774,1.16566,0.53565,2.58403
3.03774,1.16566,0.53565,2.58403
3.03189,1.16579,0.53594,2.57968
3.03189,1.16579,0.53594,2.57968
3.02605,1.16592,0.53622,2.57533
3.02605,1.16592,0.53622,2.57533
3.02023,1.16604,0.53651,2.57100
3.02023,1.16604,0.53651,2.57100
3.01442,1.16617,0.53679,2.56666
3.01442,1.16617,0.53679,2.56666
3.00862,1.16629,0.53707,2.56234
3.00862,1.16629,0.53707,2.56234
3.00284,1.16641,0.53735,2.55802
3.00284,1.16641,0.53735,2.55802
2.99707,1.16654,0.53764,2.55371
2.99707,1.16654,0.53764,2.55371
2.99131,1.16666,0.53792,2.54941
2.99131,1.16666,0.53792,2.54941
2.98557,1.16678,0.53820,2.54512
2.98557,1.16678,0.53820,2.54512
2.97984,1.16690,0.53848,2.54083
2.97984,1.16690,0.53848,2.54083
2.97412,1.16701,0.53877,2.53656
2.97412,1.16701,0.53877,2.53656
2.96842,1.16713,0.53905,2.53229
