f(Cortisol),g(Epinephrine),h(CRH),Arousal
2.04807,0.99986,1.88214,2.95100
2.04807,0.99986,1.88214,2.95100
2.04814,0.99986,1.88291,2.95188
2.04814,0.99986,1.88291,2.95188
2.04820,0.99985,1.87771,2.94664
2.04820,0.99985,1.87771,2.94664
2.04838,0.99984,1.84806,2.91651
2.04838,0.99984,1.84806,2.91651
2.04866,0.99859,1.81530,2.88206
2.04866,0.99859,1.81530,2.88206
2.04875,0.99858,1.86324,2.93127
2.04875,0.99858,1.86324,2.93127
2.04630,0.99774,1.67449,2.73378
2.04630,0.99774,1.67449,2.73378
2.04629,0.99774,1.83608,2.89907
2.04629,0.99774,1.83608,2.89907
2.04308,0.99716,1.67789,2.73233
2.04308,0.99716,1.67789,2.73233
2.04306,0.99716,1.77927,2.83584
2.04306,0.99716,1.77927,2.83584
2.04314,0.99715,1.82172,2.87931
2.04314,0.99715,1.82172,2.87931
2.03756,0.99688,1.78161,2.83028
2.03756,0.99688,1.78161,2.83028
2.03761,0.99687,1.82796,2.87755
2.03761,0.99687,1.82796,2.87755
2.03118,0.99656,1.64339,2.68071
2.03118,0.99656,1.64339,2.68071
2.03118,0.99656,1.64339,2.68071
2.03118,0.99656,1.64339,2.68071
2.03118,0.99656,1.80162,2.84136
2.03118,0.99656,1.80162,2.84136
2.03123,0.99656,1.79544,2.83516
2.03123,0.99656,1.79544,2.83516
2.02302,0.99634,1.73424,2.76154
2.02302,0.99634,1.73424,2.76154
2.02304,0.99634,1.78272,2.81061
2.02304,0.99634,1.78272,2.81061
2.02304,0.99634,1.78272,2.81061
2.02304,0.99634,1.78272,2.81061
2.01494,0.99603,1.64041,2.65565
2.01494,0.99603,1.64041,2.65565
2.01493,0.99603,1.78733,2.80363
2.01493,0.99603,1.78733,2.80363
2.01498,0.99602,1.77893,2.79523
2.01498,0.99602,1.77893,2.79523
2.00600,0.99556,1.71314,2.71629
2.00600,0.99556,1.71314,2.71629
2.00602,0.99556,1.76247,2.76578
2.00602,0.99556,1.76247,2.76578
1.99717,0.99506,1.71108,2.70173
1.99717,0.99506,1.71108,2.70173
1.99718,0.99505,1.75874,2.74933
1.99718,0.99505,1.75874,2.74933
1.98885,0.99433,1.62395,2.60309
1.98885,0.99433,1.62395,2.60309
1.98883,0.99432,1.75905,2.73736
1.98883,0.99432,1.75905,2.73736
1.98887,0.99432,1.76415,2.74249
1.98887,0.99432,1.76415,2.74249
1.97779,0.99359,1.58005,2.54443
1.97779,0.99359,1.58005,2.54443
1.97771,0.99358,1.61314,2.57703
1.97771,0.99358,1.61314,2.57703
1.97765,0.99358,1.62707,2.59072
1.97765,0.99358,1.62707,2.59072
1.96327,0.99344,1.77956,2.72136
1.96327,0.99344,1.77956,2.72136
1.96335,0.99344,1.78768,2.72943
1.96335,0.99344,1.78768,2.72943
1.96343,0.99343,1.77192,2.71406
1.96343,0.99343,1.77192,2.71406
1.95754,0.99168,1.61133,2.54703
1.95754,0.99168,1.61133,2.54703
1.95752,0.99168,1.70452,2.63818
1.95752,0.99168,1.70452,2.63818
1.95758,0.99166,1.74385,2.67673
1.95758,0.99166,1.74385,2.67673
1.95762,0.99165,1.72657,2.65987
1.95762,0.99165,1.72657,2.65987
1.94827,0.99008,1.57434,2.49734
1.94827,0.99008,1.57434,2.49734
1.94824,0.99008,1.67182,2.59222
1.94824,0.99008,1.67182,2.59222
1.94828,0.99006,1.71855,2.63777
1.94828,0.99006,1.71855,2.63777
1.94831,0.99005,1.70430,2.62393
1.94831,0.99005,1.70430,2.62393
1.94015,0.98861,1.68088,2.58878
1.94015,0.98861,1.68088,2.58878
1.94018,0.98860,1.72300,2.62965
1.94018,0.98860,1.72300,2.62965
1.94023,0.98859,1.71442,2.62138
1.94023,0.98859,1.71442,2.62138
1.93178,0.98693,1.60572,2.50336
1.93178,0.98693,1.60572,2.50336
1.93175,0.98691,1.61383,2.51114
1.93175,0.98691,1.61383,2.51114
1.92130,0.98559,1.56811,2.45232
1.92130,0.98559,1.56811,2.45232
1.92128,0.98559,1.66104,2.54154
1.92128,0.98559,1.66104,2.54154
1.91641,0.98347,1.57267,2.44837
1.91641,0.98347,1.57267,2.44837
1.91641,0.98346,1.70619,2.57624
1.91641,0.98346,1.70619,2.57624
1.91646,0.98344,1.71104,2.58095
1.91646,0.98344,1.71104,2.58095
1.91646,0.98344,1.71104,2.58095
1.91646,0.98344,1.71104,2.58095
1.91649,0.98343,1.70432,2.57454
1.91649,0.98343,1.70432,2.57454
1.91014,0.98121,1.56337,2.42926
1.91014,0.98121,1.56337,2.42926
1.91013,0.98119,1.69771,2.55748
1.91013,0.98119,1.69771,2.55748
1.91019,0.98118,1.70539,2.56488
1.91019,0.98118,1.70539,2.56488
1.90131,0.97880,1.39471,2.25542
1.90131,0.97880,1.39471,2.25542
1.90117,0.97879,1.47000,2.32679
1.90117,0.97879,1.47000,2.32679
1.90108,0.97878,1.51077,2.36541
1.90108,0.97878,1.51077,2.36541
1.89399,0.97719,1.67524,2.51072
1.89399,0.97719,1.67524,2.51072
1.89406,0.97718,1.71793,2.55120
1.89406,0.97718,1.71793,2.55120
1.89414,0.97717,1.71088,2.54462
1.89414,0.97717,1.71088,2.54462
1.89150,0.97436,1.56916,2.40439
1.89150,0.97436,1.56916,2.40439
1.89151,0.97434,1.69797,2.52615
1.89151,0.97434,1.69797,2.52615
1.89159,0.97432,1.70235,2.53038
1.89159,0.97432,1.70235,2.53038
1.88887,0.97160,1.57627,2.40509
1.88887,0.97160,1.57627,2.40509
1.88889,0.97158,1.70245,2.52422
1.88889,0.97158,1.70245,2.52422
1.88889,0.97158,1.70245,2.52422
1.88889,0.97158,1.70245,2.52422
1.88799,0.96893,1.68917,2.50793
1.88799,0.96893,1.68917,2.50793
1.88808,0.96892,1.72495,2.54178
1.88808,0.96892,1.72495,2.54178
1.88817,0.96890,1.70980,2.52760
1.88817,0.96890,1.70980,2.52760
1.88825,0.96888,1.68401,2.50335
1.88825,0.96888,1.68401,2.50335
1.88832,0.96887,1.65875,2.47959
1.88832,0.96887,1.65875,2.47959
1.88621,0.96660,1.66057,2.47633
1.88621,0.96660,1.66057,2.47633
1.88627,0.96659,1.70010,2.51367
1.88627,0.96659,1.70010,2.51367
1.88530,0.96471,1.56449,2.38278
1.88530,0.96471,1.56449,2.38278
1.88536,0.96470,1.69027,2.50135
1.88536,0.96470,1.69027,2.50135
1.88601,0.96307,1.57236,2.38948
1.88601,0.96307,1.57236,2.38948
1.88605,0.96306,1.70226,2.51195
1.88605,0.96306,1.70226,2.51195
1.88624,0.96179,1.68027,2.49021
1.88624,0.96179,1.68027,2.49021
1.88633,0.96178,1.71337,2.52152
1.88633,0.96178,1.71337,2.52152
1.88732,0.96085,1.63667,2.44956
1.88732,0.96085,1.63667,2.44956
1.88735,0.96085,1.67066,2.48165
1.88735,0.96085,1.67066,2.48165
1.88746,0.96084,1.67008,2.48124
1.88746,0.96084,1.67008,2.48124
1.88481,0.96048,1.20045,2.03507
1.88481,0.96048,1.20045,2.03507
1.88461,0.96049,1.32556,2.15268
1.88461,0.96049,1.32556,2.15268
1.88108,0.96171,1.70007,2.50171
1.88108,0.96171,1.70007,2.50171
1.88108,0.96171,1.70007,2.50171
1.88108,0.96171,1.70007,2.50171
1.88126,0.96171,1.72615,2.52646
1.88126,0.96171,1.72615,2.52646
1.88307,0.96127,1.63743,2.44494
1.88307,0.96127,1.63743,2.44494
1.88315,0.96127,1.67603,2.48135
1.88315,0.96127,1.67603,2.48135
1.88562,0.96134,1.63250,2.44359
1.88562,0.96134,1.63250,2.44359
1.88705,0.96216,1.54195,2.36079
1.88705,0.96216,1.54195,2.36079
1.88709,0.96217,1.66217,2.47419
1.88709,0.96217,1.66217,2.47419
1.88849,0.96358,1.52536,2.34819
1.88849,0.96358,1.52536,2.34819
1.88849,0.96358,1.52536,2.34819
1.88849,0.96358,1.52536,2.34819
1.88855,0.96359,1.65357,2.46925
1.88855,0.96359,1.65357,2.46925
1.88988,0.96540,1.53114,2.35703
1.88988,0.96540,1.53114,2.35703
1.88991,0.96542,1.64969,2.46900
1.88991,0.96542,1.64969,2.46900
1.89139,0.96752,1.52759,2.35748
1.89139,0.96752,1.52759,2.35748
1.89143,0.96753,1.64559,2.46902
1.89143,0.96753,1.64559,2.46902
1.89285,0.96992,1.52439,2.35845
1.89285,0.96992,1.52439,2.35845
1.89287,0.96994,1.63156,2.45984
1.89287,0.96994,1.63156,2.45984
1.89295,0.96995,1.63290,2.46122
1.89295,0.96995,1.63290,2.46122
1.89302,0.96997,1.61593,2.44527
1.89302,0.96997,1.61593,2.44527
1.89338,0.97271,1.61345,2.44590
1.89338,0.97271,1.61345,2.44590
1.89345,0.97272,1.64140,2.47245
1.89345,0.97272,1.64140,2.47245
1.89489,0.97548,1.61032,2.44745
1.89489,0.97548,1.61032,2.44745
1.89496,0.97550,1.64259,2.47809
1.89496,0.97550,1.64259,2.47809
1.89595,0.97832,1.53449,2.37960
1.89595,0.97832,1.53449,2.37960
1.89603,0.97835,1.63459,2.47452
1.89603,0.97835,1.63459,2.47452
1.89610,0.97836,1.62092,2.46168
1.89610,0.97836,1.62092,2.46168
1.89691,0.98118,1.60555,2.45074
1.89691,0.98118,1.60555,2.45074
1.89839,0.98389,1.52678,2.38045
1.89839,0.98389,1.52678,2.38045
1.89843,0.98390,1.62365,2.47236
1.89843,0.98390,1.62365,2.47236
1.89850,0.98392,1.61969,2.46872
1.89850,0.98392,1.61969,2.46872
1.89918,0.98661,1.52251,2.37989
1.89918,0.98661,1.52251,2.37989
1.89922,0.98662,1.62715,2.47921
1.89922,0.98662,1.62715,2.47921
1.90076,0.98894,1.50914,2.37129
1.90076,0.98894,1.50914,2.37129
1.90079,0.98895,1.61478,2.47162
1.90079,0.98895,1.61478,2.47162
1.90086,0.98896,1.61389,2.47088
1.90086,0.98896,1.61389,2.47088
1.90158,0.99111,1.59430,2.45517
1.90158,0.99111,1.59430,2.45517
1.90165,0.99112,1.62523,2.48464
1.90165,0.99112,1.62523,2.48464
1.90317,0.99301,1.58397,2.44910
1.90317,0.99301,1.58397,2.44910
1.90323,0.99302,1.61060,2.47450
1.90323,0.99302,1.61060,2.47450
1.90352,0.99472,1.49083,2.36255
1.90352,0.99472,1.49083,2.36255
1.90354,0.99473,1.59378,2.46045
1.90354,0.99473,1.59378,2.46045
1.90354,0.99473,1.59378,2.46045
1.90354,0.99473,1.59378,2.46045
1.90363,0.99475,1.58633,2.45350
1.90363,0.99475,1.58633,2.45350
1.90461,0.99624,1.51239,2.38577
1.90461,0.99624,1.51239,2.38577
1.90465,0.99624,1.61045,2.47907
1.90465,0.99624,1.61045,2.47907
1.90472,0.99625,1.60740,2.47627
1.90472,0.99625,1.60740,2.47627
1.90576,0.99730,1.60986,2.48086
1.90576,0.99730,1.60986,2.48086
1.90588,0.99731,1.62352,2.49403
1.90588,0.99731,1.62352,2.49403
1.90644,0.99826,1.51755,2.39470
1.90644,0.99826,1.51755,2.39470
1.90648,0.99827,1.61060,2.48333
1.90648,0.99827,1.61060,2.48333
1.90843,0.99900,1.50463,2.38549
1.90843,0.99900,1.50463,2.38549
1.90850,0.99900,1.59861,2.47512
1.90850,0.99900,1.59861,2.47512
1.90982,0.99956,1.58701,2.46621
1.90982,0.99956,1.58701,2.46621
1.90982,0.99956,1.58701,2.46621
1.90982,0.99956,1.58701,2.46621
1.90982,0.99956,1.58701,2.46621
1.90982,0.99956,1.58701,2.46621
1.90992,0.99957,1.60519,2.48367
1.90992,0.99957,1.60519,2.48367
1.90999,0.99957,1.58633,2.46578
1.90999,0.99957,1.58633,2.46578
1.91108,0.99996,1.56242,2.44465
1.91108,0.99996,1.56242,2.44465
1.91263,1.00022,1.50838,2.39517
1.91263,1.00022,1.50838,2.39517
1.91267,1.00022,1.60107,2.48372
1.91267,1.00022,1.60107,2.48372
1.91274,1.00022,1.59537,2.47836
1.91274,1.00022,1.59537,2.47836
1.91378,1.00045,1.47789,2.36760
1.91378,1.00045,1.47789,2.36760
1.91378,1.00045,1.47789,2.36760
1.91378,1.00045,1.47789,2.36760
1.91383,1.00045,1.58042,2.46561
1.91383,1.00045,1.58042,2.46561
1.91488,1.00065,1.49739,2.38768
1.91488,1.00065,1.49739,2.38768
1.91491,1.00065,1.59093,2.47713
1.91491,1.00065,1.59093,2.47713
1.91622,1.00082,1.49708,2.38912
1.91622,1.00082,1.49708,2.38912
1.91623,1.00082,1.56844,2.45738
1.91623,1.00082,1.56844,2.45738
1.91632,1.00082,1.58613,2.47441
1.91632,1.00082,1.58613,2.47441
1.91628,1.00102,1.55681,2.44639
1.91628,1.00102,1.55681,2.44639
1.91628,1.00102,1.55681,2.44639
1.91628,1.00102,1.55681,2.44639
1.91637,1.00102,1.58328,2.47182
1.91637,1.00102,1.58328,2.47182
1.91597,1.00110,1.31911,2.21866
1.91597,1.00110,1.31911,2.21866
1.91589,1.00110,1.41709,2.31226
1.91589,1.00110,1.41709,2.31226
1.91587,1.00110,1.47988,2.37228
1.91587,1.00110,1.47988,2.37228
1.91420,1.00122,1.49952,2.38897
1.91420,1.00122,1.49952,2.38897
1.91424,1.00122,1.59079,2.47620
1.91424,1.00122,1.59079,2.47620
1.91520,1.00097,1.48244,2.37354
1.91520,1.00097,1.48244,2.37354
1.91524,1.00097,1.58013,2.46695
1.91524,1.00097,1.58013,2.46695
1.91530,1.00096,1.57598,2.46306
1.91530,1.00096,1.57598,2.46306
1.91579,1.00088,1.49152,2.38275
1.91579,1.00088,1.49152,2.38275
1.91583,1.00088,1.58560,2.47274
1.91583,1.00088,1.58560,2.47274
1.91583,1.00088,1.58560,2.47274
1.91583,1.00088,1.58560,2.47274
1.91593,1.00088,1.56981,2.45776
1.91593,1.00088,1.56981,2.45776
1.91613,1.00082,1.47928,2.37129
1.91613,1.00082,1.47928,2.37129
1.91617,1.00082,1.56968,2.45777
1.91617,1.00082,1.56968,2.45777
1.91623,1.00082,1.56787,2.45611
1.91623,1.00082,1.56787,2.45611
1.91661,1.00070,1.47320,2.36583
1.91661,1.00070,1.47320,2.36583
1.91664,1.00070,1.56382,2.45254
1.91664,1.00070,1.56382,2.45254
1.91670,1.00070,1.55847,2.44749
1.91670,1.00070,1.55847,2.44749
1.91670,1.00070,1.55847,2.44749
1.91670,1.00070,1.55847,2.44749
1.91626,1.00083,1.58973,2.47682
1.91626,1.00083,1.58973,2.47682
1.91633,1.00083,1.57950,2.46713
1.91633,1.00083,1.57950,2.46713
1.91640,1.00083,1.55582,2.44457
1.91640,1.00083,1.55582,2.44457
1.91623,1.00077,1.47505,2.36696
1.91623,1.00077,1.47505,2.36696
1.91627,1.00077,1.57198,2.45967
1.91627,1.00077,1.57198,2.45967
1.91634,1.00077,1.56882,2.45674
1.91634,1.00077,1.56882,2.45674
1.91724,1.00050,1.53140,2.42173
1.91724,1.00050,1.53140,2.42173
1.91803,1.00046,1.47988,2.37326
1.91803,1.00046,1.47988,2.37326
1.91804,1.00046,1.54726,2.43774
1.91804,1.00046,1.54726,2.43774
1.91813,1.00046,1.55829,2.44842
1.91813,1.00046,1.55829,2.44842
1.91819,1.00046,1.53712,2.42823
1.91819,1.00046,1.53712,2.42823
1.91755,1.00057,1.52848,2.41914
1.91755,1.00057,1.52848,2.41914
1.91761,1.00057,1.54807,2.43794
1.91761,1.00057,1.54807,2.43794
1.91860,1.00055,1.45711,2.35201
1.91860,1.00055,1.45711,2.35201
1.91863,1.00055,1.55112,2.44201
1.91863,1.00055,1.55112,2.44201
1.91869,1.00055,1.54598,2.43717
1.91869,1.00055,1.54598,2.43717
1.91897,1.00053,1.47832,2.37260
1.91897,1.00053,1.47832,2.37260
1.91899,1.00052,1.54821,2.43953
1.91899,1.00052,1.54821,2.43953
1.91925,1.00040,1.47842,2.37279
1.91925,1.00040,1.47842,2.37279
1.91933,1.00039,1.57179,2.46227
1.91933,1.00039,1.57179,2.46227
1.91855,1.00036,1.45083,2.34536
1.91855,1.00036,1.45083,2.34536
1.91858,1.00037,1.54170,2.43235
1.91858,1.00037,1.54170,2.43235
1.91651,1.00039,1.14202,2.04763
1.91651,1.00039,1.14202,2.04763
1.91632,1.00040,1.25139,2.15195
1.91632,1.00040,1.25139,2.15195
1.91245,1.00109,1.46243,2.34941
1.91245,1.00109,1.46243,2.34941
1.91249,1.00109,1.55914,2.44168
1.91249,1.00109,1.55914,2.44168
1.91259,1.00032,1.16909,2.06894
1.91259,1.00032,1.16909,2.06894
1.91242,1.00032,1.29500,2.18883
1.91242,1.00032,1.29500,2.18883
1.90827,1.00035,1.45122,2.33263
1.90827,1.00035,1.45122,2.33263
1.90831,1.00035,1.55204,2.42861
1.90831,1.00035,1.55204,2.42861
1.91006,0.99970,1.54736,2.42561
1.91006,0.99970,1.54736,2.42561
1.91013,0.99970,1.53606,2.41494
1.91013,0.99970,1.53606,2.41494
1.91016,0.99969,1.52426,2.40373
1.91016,0.99969,1.52426,2.40373
1.90957,0.99927,1.50241,2.38165
1.90957,0.99927,1.50241,2.38165
1.90963,0.99927,1.53064,2.40860
1.90963,0.99927,1.53064,2.40860
1.91067,0.99917,1.41986,2.30415
1.91067,0.99917,1.41986,2.30415
1.91067,0.99917,1.41986,2.30415
1.91067,0.99917,1.41986,2.30415
1.91072,0.99917,1.50706,2.38727
1.91072,0.99917,1.50706,2.38727
1.91084,0.99933,1.42650,2.31069
1.91084,0.99933,1.42650,2.31069
1.91087,0.99933,1.51364,2.39373
1.91087,0.99933,1.51364,2.39373
1.91124,0.99948,1.40973,2.29520
1.91124,0.99948,1.40973,2.29520
1.91126,0.99949,1.49810,2.37942
1.91126,0.99949,1.49810,2.37942
1.91131,0.99949,1.49202,2.37369
1.91131,0.99949,1.49202,2.37369
1.91162,0.99966,1.50210,2.38368
1.91162,0.99966,1.50210,2.38368
1.91167,0.99966,1.52182,2.40255
1.91167,0.99966,1.52182,2.40255
1.91173,0.99966,1.50587,2.38743
1.91173,0.99966,1.50587,2.38743
1.91217,0.99967,1.48885,2.37162
1.91217,0.99967,1.48885,2.37162
1.91222,0.99967,1.51119,2.39297
1.91222,0.99967,1.51119,2.39297
1.91287,0.99967,1.48609,2.36971
1.91287,0.99967,1.48609,2.36971
1.91292,0.99967,1.50508,2.38787
1.91292,0.99967,1.50508,2.38787
1.91374,0.99969,1.42233,2.30985
1.91374,0.99969,1.42233,2.30985
1.91377,0.99969,1.51032,2.39380
1.91377,0.99969,1.51032,2.39380
1.91434,0.99967,1.47269,2.35845
1.91434,0.99967,1.47269,2.35845
1.91439,0.99967,1.49328,2.37814
1.91439,0.99967,1.49328,2.37814
1.91541,0.99965,1.47050,2.35750
1.91541,0.99965,1.47050,2.35750
1.91546,0.99965,1.49959,2.38532
1.91546,0.99965,1.49959,2.38532
1.91649,0.99959,1.47829,2.36605
1.91649,0.99959,1.47829,2.36605
1.91654,0.99959,1.49937,2.38625
1.91654,0.99959,1.49937,2.38625
1.91730,0.99962,1.44392,2.33410
1.91730,0.99962,1.44392,2.33410
1.91735,0.99962,1.53547,2.42160
1.91735,0.99962,1.53547,2.42160
1.91746,0.99962,1.50994,2.39735
1.91746,0.99962,1.50994,2.39735
1.91813,0.99942,1.52860,2.41567
1.91813,0.99942,1.52860,2.41567
1.91820,0.99942,1.51745,2.40511
1.91820,0.99942,1.51745,2.40511
1.91868,0.99937,1.42784,2.31985
1.91868,0.99937,1.42784,2.31985
1.91873,0.99937,1.51537,2.40356
1.91873,0.99937,1.51537,2.40356
1.91879,0.99937,1.50835,2.39694
1.91879,0.99937,1.50835,2.39694
1.92013,0.99938,1.39839,2.29329
1.92013,0.99938,1.39839,2.29329
1.92015,0.99938,1.49118,2.38206
1.92015,0.99938,1.49118,2.38206
1.92133,0.99933,1.43480,2.32936
1.92133,0.99933,1.43480,2.32936
1.92138,0.99933,1.51725,2.40832
1.92138,0.99933,1.51725,2.40832
1.92240,0.99924,1.48032,2.37399
1.92240,0.99924,1.48032,2.37399
1.92245,0.99924,1.50371,2.39646
1.92245,0.99924,1.50371,2.39646
1.92360,0.99923,1.42367,2.32104
1.92360,0.99923,1.42367,2.32104
1.92364,0.99923,1.50453,2.39854
1.92364,0.99923,1.50453,2.39854
1.92474,0.99922,1.40102,2.30052
1.92474,0.99922,1.40102,2.30052
1.92477,0.99923,1.48766,2.38361
1.92477,0.99923,1.48766,2.38361
1.92540,0.99943,1.41065,2.31059
1.92540,0.99943,1.41065,2.31059
1.92544,0.99943,1.49893,2.39527
1.92544,0.99943,1.49893,2.39527
1.92612,0.99947,1.40597,2.30683
1.92612,0.99947,1.40597,2.30683
1.92612,0.99947,1.40597,2.30683
1.92612,0.99947,1.40597,2.30683
1.92613,0.99947,1.47336,2.37146
1.92613,0.99947,1.47336,2.37146
1.92621,0.99946,1.48865,2.38622
1.92621,0.99946,1.48865,2.38622
1.92732,0.99943,1.40288,2.30510
1.92732,0.99943,1.40288,2.30510
1.92737,0.99943,1.48988,2.38864
1.92737,0.99943,1.48988,2.38864
1.92846,0.99939,1.41549,2.31836
1.92846,0.99939,1.41549,2.31836
1.92846,0.99939,1.41549,2.31836
1.92846,0.99939,1.41549,2.31836
1.92853,0.99939,1.49945,2.39905
1.92853,0.99939,1.49945,2.39905
1.92921,0.99927,1.41385,2.31741
1.92921,0.99927,1.41385,2.31741
1.92921,0.99927,1.41385,2.31741
1.92921,0.99927,1.41385,2.31741
1.92928,0.99927,1.49443,2.39487
1.92928,0.99927,1.49443,2.39487
1.92999,0.99926,1.40605,2.31068
1.92999,0.99926,1.40605,2.31068
1.93003,0.99926,1.49324,2.39447
1.93003,0.99926,1.49324,2.39447
1.93116,0.99927,1.41015,2.31584
1.93116,0.99927,1.41015,2.31584
1.93119,0.99927,1.49491,2.39735
1.93119,0.99927,1.49491,2.39735
1.93220,0.99916,1.40141,2.30840
1.93220,0.99916,1.40141,2.30840
1.93223,0.99916,1.48739,2.39112
1.93223,0.99916,1.48739,2.39112
1.93324,0.99911,1.40716,2.31496
1.93324,0.99911,1.40716,2.31496
1.93328,0.99910,1.49159,2.39622
1.93328,0.99910,1.49159,2.39622
1.93331,0.99910,1.49015,2.39487
1.93331,0.99910,1.49015,2.39487
1.93404,0.99911,1.48115,2.38695
1.93404,0.99911,1.48115,2.38695
1.93404,0.99911,1.48115,2.38695
1.93404,0.99911,1.48115,2.38695
1.93410,0.99911,1.49731,2.40257
1.93410,0.99911,1.49731,2.40257
1.93419,0.99911,1.46587,2.37241
1.93419,0.99911,1.46587,2.37241
