f(Cortisol),g(Epinephrine),h(CRH),Arousal
2.05679,1.00062,1.85713,2.93866
2.05679,1.00062,1.85713,2.93866
2.06001,0.99967,1.83322,2.91762
2.06001,0.99967,1.83322,2.91762
2.06011,0.99966,1.88127,2.96724
2.06011,0.99966,1.88127,2.96724
2.06015,0.99881,1.71351,2.79361
2.06015,0.99881,1.71351,2.79361
2.06015,0.99881,1.71351,2.79361
2.06015,0.99881,1.71351,2.79361
2.06014,0.99881,1.82564,2.90908
2.06014,0.99881,1.82564,2.90908
2.06028,0.99880,1.87092,2.95591
2.06028,0.99880,1.87092,2.95591
2.06038,0.99880,1.85166,2.93622
2.06038,0.99880,1.85166,2.93622
2.06043,0.99880,1.84022,2.92449
2.06043,0.99880,1.84022,2.92449
2.05861,0.99816,1.80182,2.88171
2.05861,0.99816,1.80182,2.88171
2.05867,0.99816,1.85071,2.93211
2.05867,0.99816,1.85071,2.93211
2.05876,0.99815,1.84383,2.92514
2.05876,0.99815,1.84383,2.92514
2.05876,0.99815,1.84383,2.92514
2.05876,0.99815,1.84383,2.92514
2.05372,0.99774,1.67784,2.74708
2.05372,0.99774,1.67784,2.74708
2.05368,0.99773,1.78608,2.85818
2.05368,0.99773,1.78608,2.85818
2.05368,0.99773,1.78608,2.85818
2.05368,0.99773,1.78608,2.85818
2.05368,0.99773,1.78608,2.85818
2.05368,0.99773,1.78608,2.85818
2.05370,0.99773,1.82731,2.90052
2.05370,0.99773,1.82731,2.90052
2.05381,0.99773,1.83100,2.90446
2.05381,0.99773,1.83100,2.90446
2.05381,0.99773,1.83100,2.90446
2.05381,0.99773,1.83100,2.90446
2.04807,0.99736,1.66490,2.72585
2.04807,0.99736,1.66490,2.72585
2.04803,0.99735,1.76739,2.83074
2.04803,0.99735,1.76739,2.83074
2.04803,0.99735,1.76739,2.83074
2.04803,0.99735,1.76739,2.83074
2.04804,0.99735,1.81521,2.87972
2.04804,0.99735,1.81521,2.87972
2.04814,0.99735,1.82418,2.88904
2.04814,0.99735,1.82418,2.88904
2.04817,0.99735,1.81547,2.88015
2.04817,0.99735,1.81547,2.88015
2.04108,0.99693,1.76758,2.82085
2.04108,0.99693,1.76758,2.82085
2.04111,0.99693,1.81955,2.87393
2.04111,0.99693,1.81955,2.87393
2.04117,0.99692,1.80181,2.85592
2.04117,0.99692,1.80181,2.85592
2.03258,0.99644,1.55578,2.59336
2.03258,0.99644,1.55578,2.59336
2.03243,0.99644,1.68290,2.72232
2.03243,0.99644,1.68290,2.72232
2.03239,0.99643,1.69568,2.73525
2.03239,0.99643,1.69568,2.73525
2.01893,0.99654,1.75210,2.77414
2.01893,0.99654,1.75210,2.77414
2.01894,0.99654,1.79607,2.81853
2.01894,0.99654,1.79607,2.81853
2.01903,0.99654,1.80232,2.82497
2.01903,0.99654,1.80232,2.82497
2.01145,0.99584,1.63563,2.64602
2.01145,0.99584,1.63563,2.64602
2.01145,0.99584,1.63563,2.64602
2.01145,0.99584,1.63563,2.64602
2.01142,0.99584,1.73833,2.74924
2.01142,0.99584,1.73833,2.74924
2.01147,0.99583,1.78283,2.79405
2.01147,0.99583,1.78283,2.79405
2.01152,0.99582,1.76618,2.77736
2.01152,0.99582,1.76618,2.77736
2.01155,0.99582,1.74568,2.75678
2.01155,0.99582,1.74568,2.75678
2.00177,0.99491,1.64569,2.64237
2.00177,0.99491,1.64569,2.64237
2.00176,0.99491,1.78617,2.78293
2.00176,0.99491,1.78617,2.78293
1.99229,0.99407,1.61756,2.60097
1.99229,0.99407,1.61756,2.60097
1.99226,0.99407,1.76652,2.74928
1.99226,0.99407,1.76652,2.74928
1.99228,0.99407,1.77435,2.75710
1.99228,0.99407,1.77435,2.75710
1.99236,0.99406,1.75498,2.73790
1.99236,0.99406,1.75498,2.73790
1.99239,0.99406,1.73365,2.71670
1.99239,0.99406,1.73365,2.71670
1.98291,0.99334,1.73220,2.70157
1.98291,0.99334,1.73220,2.70157
1.98292,0.99333,1.77023,2.73928
1.98292,0.99333,1.77023,2.73928
1.98300,0.99332,1.76887,2.73805
1.98300,0.99332,1.76887,2.73805
1.97481,0.99229,1.69967,2.65734
1.97481,0.99229,1.69967,2.65734
1.97483,0.99228,1.74473,2.70184
1.97483,0.99228,1.74473,2.70184
1.97487,0.99227,1.73745,2.69470
1.97487,0.99227,1.73745,2.69470
1.96537,0.99130,1.68109,2.62538
1.96537,0.99130,1.68109,2.62538
1.96539,0.99130,1.72660,2.67010
1.96539,0.99130,1.72660,2.67010
1.96542,0.99129,1.71947,2.66314
1.96542,0.99129,1.71947,2.66314
1.95673,0.99023,1.67451,2.60630
1.95673,0.99023,1.67451,2.60630
1.95675,0.99022,1.71973,2.65055
1.95675,0.99022,1.71973,2.65055
1.95678,0.99022,1.71305,2.64404
1.95678,0.99022,1.71305,2.64404
1.95681,0.99021,1.69446,2.62589
1.95681,0.99021,1.69446,2.62589
1.94777,0.98896,1.59204,2.51278
1.94777,0.98896,1.59204,2.51278
1.94775,0.98895,1.72453,2.64174
1.94775,0.98895,1.72453,2.64174
1.94780,0.98894,1.73348,2.65051
1.94780,0.98894,1.73348,2.65051
1.94780,0.98894,1.73348,2.65051
1.94780,0.98894,1.73348,2.65051
1.94780,0.98894,1.73348,2.65051
1.94780,0.98894,1.73348,2.65051
1.94780,0.98894,1.73348,2.65051
1.94780,0.98894,1.73348,2.65051
1.94782,0.98893,1.72742,2.64463
1.94782,0.98893,1.72742,2.64463
1.94788,0.98892,1.69835,2.61640
1.94788,0.98892,1.69835,2.61640
1.93972,0.98733,1.57125,2.48062
1.93972,0.98733,1.57125,2.48062
1.93969,0.98732,1.67083,2.57711
1.93969,0.98732,1.67083,2.57711
1.93974,0.98731,1.71752,2.62243
1.93974,0.98731,1.71752,2.62243
1.93974,0.98731,1.71752,2.62243
1.93974,0.98731,1.71752,2.62243
1.93185,0.98551,1.56814,2.46574
1.93185,0.98551,1.56814,2.46574
1.93183,0.98550,1.70310,2.59602
1.93183,0.98550,1.70310,2.59602
1.93187,0.98549,1.71349,2.60610
1.93187,0.98549,1.71349,2.60610
1.92536,0.98350,1.67590,2.55916
1.92536,0.98350,1.67590,2.55916
1.92540,0.98348,1.71812,2.59982
1.92540,0.98348,1.71812,2.59982
1.91968,0.98123,1.65485,2.52918
1.91968,0.98123,1.65485,2.52918
1.91971,0.98121,1.70140,2.57387
1.91971,0.98121,1.70140,2.57387
1.91408,0.97897,1.57601,2.44418
1.91408,0.97897,1.57601,2.44418
1.91408,0.97896,1.70151,2.56422
1.91408,0.97896,1.70151,2.56422
1.91408,0.97896,1.70151,2.56422
1.91408,0.97896,1.70151,2.56422
1.91417,0.97894,1.70230,2.56507
1.91417,0.97894,1.70230,2.56507
1.91423,0.97892,1.68253,2.54622
1.91423,0.97892,1.68253,2.54622
1.91423,0.97892,1.68253,2.54622
1.91423,0.97892,1.68253,2.54622
1.90887,0.97671,1.64719,2.50320
1.90887,0.97671,1.64719,2.50320
1.90891,0.97670,1.69287,2.54682
1.90891,0.97670,1.69287,2.54682
1.90495,0.97429,1.57247,2.42456
1.90495,0.97429,1.57247,2.42456
1.90494,0.97428,1.66562,2.51323
1.90494,0.97428,1.66562,2.51323
1.90502,0.97426,1.70483,2.55065
1.90502,0.97426,1.70483,2.55065
1.90502,0.97426,1.70483,2.55065
1.90502,0.97426,1.70483,2.55065
1.90512,0.97424,1.67741,2.52464
1.90512,0.97424,1.67741,2.52464
1.89994,0.97195,1.33322,2.18874
1.89994,0.97195,1.33322,2.18874
1.89927,0.97189,1.55175,2.39534
1.89927,0.97189,1.55175,2.39534
1.89926,0.97188,1.57721,2.41948
1.89926,0.97188,1.57721,2.41948
1.89925,0.97186,1.59513,2.43646
1.89925,0.97186,1.59513,2.43646
1.89321,0.97004,1.56924,2.40243
1.89321,0.97004,1.56924,2.40243
1.89323,0.97002,1.68989,2.51659
1.89323,0.97002,1.68989,2.51659
1.89149,0.96775,1.55864,2.38799
1.89149,0.96775,1.55864,2.38799
1.89150,0.96773,1.67983,2.50256
1.89150,0.96773,1.67983,2.50256
1.89023,0.96547,1.52047,2.34814
1.89023,0.96547,1.52047,2.34814
1.89020,0.96545,1.54951,2.37552
1.89020,0.96545,1.54951,2.37552
1.89019,0.96545,1.55197,2.37782
1.89019,0.96545,1.55197,2.37782
1.88544,0.96405,1.55248,2.37095
1.88544,0.96405,1.55248,2.37095
1.88546,0.96404,1.67725,2.48852
1.88546,0.96404,1.67725,2.48852
1.88623,0.96235,1.56830,2.38518
1.88623,0.96235,1.56830,2.38518
1.88623,0.96235,1.56830,2.38518
1.88623,0.96235,1.56830,2.38518
1.88631,0.96233,1.69501,2.50469
1.88631,0.96233,1.69501,2.50469
1.88595,0.96101,1.55965,2.37535
1.88595,0.96101,1.55965,2.37535
1.88599,0.96100,1.68391,2.49249
1.88599,0.96100,1.68391,2.49249
1.88608,0.96100,1.68812,2.49657
1.88608,0.96100,1.68812,2.49657
1.88616,0.96099,1.67176,2.48125
1.88616,0.96099,1.67176,2.48125
1.88683,0.96014,1.55828,2.37427
1.88683,0.96014,1.55828,2.37427
1.88683,0.96014,1.55828,2.37427
1.88683,0.96014,1.55828,2.37427
1.88683,0.96014,1.55828,2.37427
1.88683,0.96014,1.55828,2.37427
1.88690,0.96013,1.68509,2.49393
1.88690,0.96013,1.68509,2.49393
1.88826,0.95962,1.56463,2.38150
1.88826,0.95962,1.56463,2.38150
1.88830,0.95961,1.68160,2.49192
1.88830,0.95961,1.68160,2.49192
1.88839,0.95961,1.68368,2.49399
1.88839,0.95961,1.68368,2.49399
1.88848,0.95961,1.66678,2.47816
1.88848,0.95961,1.66678,2.47816
1.88941,0.95970,1.63723,2.45150
1.88941,0.95970,1.63723,2.45150
1.88949,0.95970,1.67302,2.48539
1.88949,0.95970,1.67302,2.48539
1.88957,0.95971,1.66297,2.47601
1.88957,0.95971,1.66297,2.47601
1.88965,0.95971,1.64270,2.45697
1.88965,0.95971,1.64270,2.45697
1.88984,0.96046,1.62844,2.44440
1.88984,0.96046,1.62844,2.44440
1.88987,0.96046,1.66080,2.47499
1.88987,0.96046,1.66080,2.47499
1.89086,0.96153,1.65012,2.46713
1.89086,0.96153,1.65012,2.46713
1.89090,0.96154,1.67953,2.49497
1.89090,0.96154,1.67953,2.49497
1.89104,0.96154,1.66556,2.48197
1.89104,0.96154,1.66556,2.48197
1.89133,0.96283,1.62712,2.44717
1.89133,0.96283,1.62712,2.44717
1.89140,0.96284,1.66496,2.48302
1.89140,0.96284,1.66496,2.48302
1.89325,0.96456,1.61218,2.43708
1.89325,0.96456,1.61218,2.43708
1.89328,0.96456,1.64505,2.46821
1.89328,0.96456,1.64505,2.46821
1.89340,0.96458,1.64381,2.46719
1.89340,0.96458,1.64381,2.46719
1.89401,0.96677,1.62795,2.45498
1.89401,0.96677,1.62795,2.45498
1.89409,0.96678,1.65729,2.48286
1.89409,0.96678,1.65729,2.48286
1.89475,0.96922,1.54893,2.38339
1.89475,0.96922,1.54893,2.38339
1.89480,0.96924,1.65204,2.48106
1.89480,0.96924,1.65204,2.48106
1.89489,0.96926,1.64966,2.47893
1.89489,0.96926,1.64966,2.47893
1.89497,0.96927,1.62866,2.45918
1.89497,0.96927,1.62866,2.45918
1.89388,0.97205,1.37221,2.21771
1.89388,0.97205,1.37221,2.21771
1.89381,0.97207,1.44118,2.28288
1.89381,0.97207,1.44118,2.28288
1.88973,0.97548,1.54572,2.37978
1.88973,0.97548,1.54572,2.37978
1.88993,0.97556,1.67577,2.50289
1.88993,0.97556,1.67577,2.50289
1.89219,0.97801,1.51983,2.36073
1.89219,0.97801,1.51983,2.36073
1.89222,0.97803,1.63776,2.47224
1.89222,0.97803,1.63776,2.47224
1.89231,0.97804,1.64015,2.47462
1.89231,0.97804,1.64015,2.47462
1.89383,0.98045,1.51363,2.35914
1.89383,0.98045,1.51363,2.35914
1.89387,0.98047,1.61571,2.45575
1.89387,0.98047,1.61571,2.45575
1.89359,0.98329,1.59098,2.43457
1.89359,0.98329,1.59098,2.43457
1.89359,0.98329,1.59098,2.43457
1.89359,0.98329,1.59098,2.43457
1.89361,0.98330,1.61947,2.46157
1.89361,0.98330,1.61947,2.46157
1.89372,0.98333,1.61249,2.45513
1.89372,0.98333,1.61249,2.45513
1.89379,0.98334,1.59276,2.43657
1.89379,0.98334,1.59276,2.43657
1.89387,0.98610,1.59271,2.43914
1.89387,0.98610,1.59271,2.43914
1.89390,0.98611,1.61869,2.46376
1.89390,0.98611,1.61869,2.46376
1.89401,0.98613,1.60892,2.45468
1.89401,0.98613,1.60892,2.45468
1.89365,0.98869,1.52459,2.37679
1.89365,0.98869,1.52459,2.37679
1.89370,0.98871,1.62646,2.47322
1.89370,0.98871,1.62646,2.47322
1.89370,0.98871,1.62646,2.47322
1.89370,0.98871,1.62646,2.47322
1.89378,0.98872,1.62191,2.46903
1.89378,0.98872,1.62191,2.46903
1.89408,0.99089,1.50975,2.36528
1.89408,0.99089,1.50975,2.36528
1.89412,0.99090,1.60934,2.45954
1.89412,0.99090,1.60934,2.45954
1.89419,0.99091,1.60696,2.45739
1.89419,0.99091,1.60696,2.45739
1.89592,0.99269,1.63864,2.49121
1.89592,0.99269,1.63864,2.49121
1.89600,0.99269,1.63023,2.48337
1.89600,0.99269,1.63023,2.48337
1.89605,0.99270,1.61890,2.47270
1.89605,0.99270,1.61890,2.47270
1.89648,0.99403,1.51092,2.37217
1.89648,0.99403,1.51092,2.37217
1.89652,0.99404,1.61034,2.46638
1.89652,0.99404,1.61034,2.46638
1.89659,0.99404,1.60761,2.46390
1.89659,0.99404,1.60761,2.46390
1.89710,0.99557,1.56890,2.42924
1.89710,0.99557,1.56890,2.42924
1.89893,0.99681,1.51039,2.37719
1.89893,0.99681,1.51039,2.37719
1.89897,0.99682,1.61289,2.47443
1.89897,0.99682,1.61289,2.47443
1.90059,0.99769,1.59084,2.45633
1.90059,0.99769,1.59084,2.45633
1.90059,0.99769,1.59084,2.45633
1.90059,0.99769,1.59084,2.45633
1.90066,0.99769,1.58274,2.44873
1.90066,0.99769,1.58274,2.44873
1.90066,0.99769,1.58274,2.44873
1.90066,0.99769,1.58274,2.44873
1.90069,0.99769,1.57267,2.43922
1.90069,0.99769,1.57267,2.43922
1.90076,0.99770,1.54097,2.40923
1.90076,0.99770,1.54097,2.40923
1.90051,0.99867,1.51620,2.38623
1.90051,0.99867,1.51620,2.38623
1.90056,0.99867,1.60972,2.47504
1.90056,0.99867,1.60972,2.47504
1.90208,0.99921,1.51222,2.38483
1.90208,0.99921,1.51222,2.38483
1.90208,0.99921,1.51222,2.38483
1.90208,0.99921,1.51222,2.38483
1.90209,0.99921,1.58358,2.45261
1.90209,0.99921,1.58358,2.45261
1.90219,0.99921,1.59910,2.46749
1.90219,0.99921,1.59910,2.46749
1.90310,0.99972,1.48509,2.36072
1.90310,0.99972,1.48509,2.36072
1.90313,0.99972,1.58215,2.45296
1.90313,0.99972,1.58215,2.45296
1.90451,1.00025,1.59438,2.46678
1.90451,1.00025,1.59438,2.46678
1.90458,1.00025,1.61298,2.48455
1.90458,1.00025,1.61298,2.48455
1.90466,1.00025,1.59390,2.46651
1.90466,1.00025,1.59390,2.46651
1.90560,1.00050,1.48908,2.36815
1.90560,1.00050,1.48908,2.36815
1.90560,1.00050,1.48908,2.36815
1.90560,1.00050,1.48908,2.36815
1.90566,1.00050,1.58841,2.46271
1.90566,1.00050,1.58841,2.46271
1.90615,1.00081,1.50824,2.38725
1.90615,1.00081,1.50824,2.38725
1.90615,1.00081,1.50824,2.38725
1.90615,1.00081,1.50824,2.38725
1.90624,1.00081,1.59777,2.47256
1.90624,1.00081,1.59777,2.47256
1.90743,1.00094,1.48759,2.36921
1.90743,1.00094,1.48759,2.36921
1.90746,1.00094,1.58559,2.46255
1.90746,1.00094,1.58559,2.46255
1.90891,1.00098,1.59035,2.46887
1.90891,1.00098,1.59035,2.46887
1.90898,1.00098,1.60939,2.48710
1.90898,1.00098,1.60939,2.48710
1.90906,1.00098,1.58846,2.46726
1.90906,1.00098,1.58846,2.46726
1.90917,1.00092,1.49083,2.37421
1.90917,1.00092,1.49083,2.37421
1.90920,1.00092,1.58358,2.46264
1.90920,1.00092,1.58358,2.46264
1.91010,1.00095,1.48659,2.37125
1.91010,1.00095,1.48659,2.37125
1.91010,1.00095,1.48659,2.37125
1.91010,1.00095,1.48659,2.37125
1.91017,1.00095,1.58326,2.46348
1.91017,1.00095,1.58326,2.46348
1.91113,1.00104,1.49008,2.37582
1.91113,1.00104,1.49008,2.37582
1.91117,1.00104,1.59462,2.47558
1.91117,1.00104,1.59462,2.47558
1.91124,1.00104,1.58647,2.46789
1.91124,1.00104,1.58647,2.46789
1.91159,1.00106,1.55717,2.44029
1.91159,1.00106,1.55717,2.44029
1.91165,1.00106,1.58023,2.46236
1.91165,1.00106,1.58023,2.46236
1.91299,1.00101,1.57741,2.46124
1.91299,1.00101,1.57741,2.46124
1.91303,1.00101,1.59821,2.48114
1.91303,1.00101,1.59821,2.48114
1.91314,1.00101,1.57425,2.45840
1.91314,1.00101,1.57425,2.45840
1.91319,1.00082,1.54552,2.43073
1.91319,1.00082,1.54552,2.43073
1.91324,1.00082,1.57089,2.45502
1.91324,1.00082,1.57089,2.45502
1.91421,1.00087,1.54291,2.42946
1.91421,1.00087,1.54291,2.42946
1.91427,1.00087,1.56400,2.44968
1.91427,1.00087,1.56400,2.44968
1.91441,1.00099,1.46294,2.35333
1.91441,1.00099,1.46294,2.35333
1.91446,1.00099,1.55321,2.43962
1.91446,1.00099,1.55321,2.43962
1.91489,1.00112,1.45815,2.34934
1.91489,1.00112,1.45815,2.34934
1.91491,1.00112,1.54778,2.43500
1.91491,1.00112,1.54778,2.43500
1.91497,1.00112,1.54258,2.43011
1.91497,1.00112,1.54258,2.43011
1.91567,1.00104,1.46959,2.36104
1.91567,1.00104,1.46959,2.36104
1.91637,1.00092,1.46658,2.35878
1.91637,1.00092,1.46658,2.35878
1.91640,1.00092,1.55518,2.44351
1.91640,1.00092,1.55518,2.44351
1.91741,1.00080,1.48099,2.37359
1.91741,1.00080,1.48099,2.37359
1.91749,1.00080,1.57431,2.46294
1.91749,1.00080,1.57431,2.46294
1.91756,1.00079,1.55259,2.44226
1.91756,1.00079,1.55259,2.44226
1.91570,1.00067,1.24467,2.14541
1.91570,1.00067,1.24467,2.14541
1.91310,1.00096,1.45083,2.33938
1.91310,1.00096,1.45083,2.33938
1.91313,1.00096,1.55341,2.43729
1.91313,1.00096,1.55341,2.43729
1.91320,1.00096,1.55232,2.43634
1.91320,1.00096,1.55232,2.43634
1.91394,1.00064,1.44633,2.33568
1.91394,1.00064,1.44633,2.33568
1.91400,1.00064,1.54311,2.42812
1.91400,1.00064,1.54311,2.42812
1.91346,1.00031,1.39698,2.28756
1.91346,1.00031,1.39698,2.28756
1.91346,1.00031,1.44399,2.33241
1.91346,1.00031,1.44399,2.33241
1.91124,1.00046,1.44426,2.32998
1.91124,1.00046,1.44426,2.32998
1.91127,1.00047,1.53173,2.41338
1.91127,1.00047,1.53173,2.41338
1.91251,1.00029,1.44760,2.33441
1.91251,1.00029,1.44760,2.33441
1.91257,1.00029,1.53475,2.41759
1.91257,1.00029,1.53475,2.41759
1.91224,1.00022,1.41166,2.29960
1.91224,1.00022,1.41166,2.29960
1.91224,1.00022,1.41166,2.29960
1.91224,1.00022,1.41166,2.29960
1.91228,1.00022,1.50783,2.39135
1.91228,1.00022,1.50783,2.39135
1.91233,1.00022,1.49680,2.38089
1.91233,1.00022,1.49680,2.38089
1.91202,1.00021,1.30073,2.19345
1.91202,1.00021,1.30073,2.19345
1.91194,1.00021,1.34336,2.23400
1.91194,1.00021,1.34336,2.23400
1.90868,1.00062,1.44999,2.33191
1.90868,1.00062,1.44999,2.33191
1.90872,1.00062,1.53707,2.41482
1.90872,1.00062,1.53707,2.41482
1.90999,1.00017,1.43105,2.31492
1.90999,1.00017,1.43105,2.31492
1.91003,1.00017,1.52315,2.40265
1.91003,1.00017,1.52315,2.40265
1.91098,0.99980,1.43866,2.32287
1.91098,0.99980,1.43866,2.32287
1.91102,0.99980,1.52870,2.40869
1.91102,0.99980,1.52870,2.40869
1.91207,0.99960,1.42610,2.31189
1.91207,0.99960,1.42610,2.31189
1.91210,0.99959,1.51780,2.39931
1.91210,0.99959,1.51780,2.39931
1.91216,0.99959,1.51287,2.39469
1.91216,0.99959,1.51287,2.39469
1.91277,0.99958,1.50283,2.38574
1.91277,0.99958,1.50283,2.38574
1.91283,0.99958,1.51950,2.40170
1.91283,0.99958,1.51950,2.40170
1.91353,0.99959,1.42242,2.30985
1.91353,0.99959,1.42242,2.30985
1.91359,0.99959,1.50804,2.39157
1.91359,0.99959,1.50804,2.39157
1.91414,0.99972,1.49392,2.37878
1.91414,0.99972,1.49392,2.37878
1.91414,0.99972,1.49392,2.37878
1.91414,0.99972,1.49392,2.37878
1.91416,0.99972,1.51345,2.39743
1.91416,0.99972,1.51345,2.39743
1.91425,0.99972,1.49668,2.38155
1.91425,0.99972,1.49668,2.38155
1.91537,0.99977,1.51666,2.40190
1.91537,0.99977,1.51666,2.40190
1.91544,0.99977,1.53079,2.41547
1.91544,0.99977,1.53079,2.41547
1.91660,0.99955,1.42587,2.31636
1.91660,0.99955,1.42587,2.31636
1.91666,0.99955,1.51264,2.39931
1.91666,0.99955,1.51264,2.39931
1.91672,0.99955,1.49788,2.38528
1.91672,0.99955,1.49788,2.38528
1.91691,0.99966,1.43159,2.32216
1.91691,0.99966,1.43159,2.32216
1.91695,0.99966,1.51892,2.40562
1.91695,0.99966,1.51892,2.40562
1.91695,0.99966,1.51892,2.40562
1.91695,0.99966,1.51892,2.40562
1.91842,0.99962,1.41975,2.31248
1.91842,0.99962,1.41975,2.31248
1.91845,0.99962,1.50875,2.39758
1.91845,0.99962,1.50875,2.39758
1.91974,0.99951,1.42481,2.31865
1.91974,0.99951,1.42481,2.31865
1.91977,0.99951,1.50929,2.39950
1.91977,0.99951,1.50929,2.39950
1.91983,0.99951,1.50401,2.39451
1.91983,0.99951,1.50401,2.39451
1.92089,0.99948,1.41296,2.30852
1.92089,0.99948,1.41296,2.30852
1.92095,0.99948,1.49859,2.39053
1.92095,0.99948,1.49859,2.39053
1.92184,0.99955,1.48427,2.37784
1.92184,0.99955,1.48427,2.37784
1.92189,0.99956,1.50743,2.40008
1.92189,0.99956,1.50743,2.40008
1.92364,0.99958,1.52689,2.42078
1.92364,0.99958,1.52689,2.42078
