f(Cortisol),g(Epinephrine),h(CRH),Arousal
1.92480,0.99943,1.40787,2.30782
1.92480,0.99943,1.40787,2.30782
1.92482,0.99943,1.49554,2.39190
1.92482,0.99943,1.49554,2.39190
1.92488,0.99943,1.48962,2.38629
1.92488,0.99943,1.48962,2.38629
1.92503,0.99958,1.46813,2.36586
1.92503,0.99958,1.46813,2.36586
1.92508,0.99958,1.49029,2.38716
1.92508,0.99958,1.49029,2.38716
1.92514,0.99963,1.21827,2.12634
1.92514,0.99963,1.21827,2.12634
1.92490,0.99963,1.37342,2.27480
1.92490,0.99963,1.37342,2.27480
1.92490,0.99964,1.37217,2.27359
1.92490,0.99964,1.37217,2.27359
1.92247,1.00007,1.42742,2.32388
1.92247,1.00007,1.42742,2.32388
1.92256,1.00006,1.51414,2.40699
1.92256,1.00006,1.51414,2.40699
1.92422,0.99963,1.42263,2.32081
1.92422,0.99963,1.42263,2.32081
1.92426,0.99962,1.51231,2.40678
1.92426,0.99962,1.51231,2.40678
1.92598,0.99917,1.46522,2.36317
1.92598,0.99917,1.46522,2.36317
1.92603,0.99917,1.48579,2.38296
1.92603,0.99917,1.48579,2.38296
1.92650,0.99914,1.47679,2.37470
1.92650,0.99914,1.47679,2.37470
1.92655,0.99914,1.49997,2.39699
1.92655,0.99914,1.49997,2.39699
1.92783,0.99915,1.39855,2.30109
1.92783,0.99915,1.39855,2.30109
1.92788,0.99914,1.48519,2.38430
1.92788,0.99914,1.48519,2.38430
1.92655,0.99914,1.14699,2.05813
1.92655,0.99914,1.14699,2.05813
1.92640,0.99914,1.26270,2.16893
1.92640,0.99914,1.26270,2.16893
1.92473,0.99958,1.39908,2.29797
1.92473,0.99958,1.39908,2.29797
1.92476,0.99957,1.50246,2.39705
1.92476,0.99957,1.50246,2.39705
1.92606,0.99917,1.40765,2.30721
1.92606,0.99917,1.40765,2.30721
1.92609,0.99917,1.49670,2.39261
1.92609,0.99917,1.49670,2.39261
1.92712,0.99891,1.37504,2.27679
1.92712,0.99891,1.37504,2.27679
1.92710,0.99891,1.45697,2.35533
1.92710,0.99891,1.45697,2.35533
1.92763,0.99892,1.39987,2.30103
1.92763,0.99892,1.39987,2.30103
1.92766,0.99892,1.48351,2.38130
1.92766,0.99892,1.48351,2.38130
1.92876,0.99899,1.39381,2.29647
1.92876,0.99899,1.39381,2.29647
1.92876,0.99899,1.39381,2.29647
1.92876,0.99899,1.39381,2.29647
1.92882,0.99899,1.48255,2.38171
1.92882,0.99899,1.48255,2.38171
1.92887,0.99899,1.46965,2.36939
1.92887,0.99899,1.46965,2.36939
1.92969,0.99899,1.42113,2.32363
1.92969,0.99899,1.42113,2.32363
1.92977,0.99899,1.50867,2.40777
1.92977,0.99899,1.50867,2.40777
1.92984,0.99898,1.48649,2.38655
1.92984,0.99898,1.48649,2.38655
1.92989,0.99898,1.45926,2.36047
1.92989,0.99898,1.45926,2.36047
1.92988,0.99878,1.46336,2.36402
1.92988,0.99878,1.46336,2.36402
1.93088,0.99881,1.40150,2.30566
1.93088,0.99881,1.40150,2.30566
1.93089,0.99881,1.47118,2.37261
1.93089,0.99881,1.47118,2.37261
1.93098,0.99881,1.48414,2.38517
1.93098,0.99881,1.48414,2.38517
1.93156,0.99892,1.39341,2.29862
1.93156,0.99892,1.39341,2.29862
1.93159,0.99892,1.48173,2.38352
1.93159,0.99892,1.48173,2.38352
1.93278,0.99895,1.40679,2.31279
1.93278,0.99895,1.40679,2.31279
1.93282,0.99895,1.49182,2.39457
1.93282,0.99895,1.49182,2.39457
1.93390,0.99894,1.39590,2.30345
1.93390,0.99894,1.39590,2.30345
1.93390,0.99894,1.39590,2.30345
1.93390,0.99894,1.39590,2.30345
1.93390,0.99894,1.46231,2.36734
1.93390,0.99894,1.46231,2.36734
1.93398,0.99894,1.47376,2.37845
1.93398,0.99894,1.47376,2.37845
1.93404,0.99894,1.45477,2.36024
1.93404,0.99894,1.45477,2.36024
1.93459,0.99896,1.45292,2.35897
1.93459,0.99896,1.45292,2.35897
1.93577,0.99896,1.41395,2.32270
1.93577,0.99896,1.41395,2.32270
1.93577,0.99896,1.41395,2.32270
1.93577,0.99896,1.41395,2.32270
1.93584,0.99896,1.49491,2.40073
1.93584,0.99896,1.49491,2.40073
1.93590,0.99896,1.47635,2.38293
1.93590,0.99896,1.47635,2.38293
1.93677,0.99896,1.38518,2.29600
1.93677,0.99896,1.38518,2.29600
1.93682,0.99896,1.47370,2.38131
1.93682,0.99896,1.47370,2.38131
1.93687,0.99896,1.46072,2.36887
1.93687,0.99896,1.46072,2.36887
1.93763,0.99900,1.49798,2.40554
1.93763,0.99900,1.49798,2.40554
1.93763,0.99900,1.49798,2.40554
1.93763,0.99900,1.49798,2.40554
1.93773,0.99900,1.47318,2.38177
1.93773,0.99900,1.47318,2.38177
1.93828,0.99894,1.39449,2.30637
1.93828,0.99894,1.39449,2.30637
1.93834,0.99894,1.47586,2.38485
1.93834,0.99894,1.47586,2.38485
1.93840,0.99894,1.46018,2.36981
1.93840,0.99894,1.46018,2.36981
1.93905,0.99894,1.44387,2.35468
1.93905,0.99894,1.44387,2.35468
1.93910,0.99894,1.46128,2.37152
1.93910,0.99894,1.46128,2.37152
1.93964,0.99911,1.39270,2.30603
1.93964,0.99911,1.39270,2.30603
1.93964,0.99911,1.39270,2.30603
1.93964,0.99911,1.39270,2.30603
1.93964,0.99911,1.39270,2.30603
1.93964,0.99911,1.39270,2.30603
1.93969,0.99911,1.47352,2.38402
1.93969,0.99911,1.47352,2.38402
1.93985,0.99918,1.37919,2.29313
1.93985,0.99918,1.37919,2.29313
1.93988,0.99918,1.46490,2.37580
1.93988,0.99918,1.46490,2.37580
1.93993,0.99918,1.46143,2.37251
1.93993,0.99918,1.46143,2.37251
1.94047,0.99920,1.46154,2.37310
1.94047,0.99920,1.46154,2.37310
1.94053,0.99920,1.47575,2.38687
1.94053,0.99920,1.47575,2.38687
1.94058,0.99920,1.45848,2.37028
1.94058,0.99920,1.45848,2.37028
1.94121,0.99908,1.45098,2.36350
1.94121,0.99908,1.45098,2.36350
1.94126,0.99908,1.46702,2.37903
1.94126,0.99908,1.46702,2.37903
1.94233,0.99903,1.45642,2.36986
1.94233,0.99903,1.45642,2.36986
1.94239,0.99903,1.47651,2.38931
1.94239,0.99903,1.47651,2.38931
1.94241,0.99903,1.46989,2.38296
1.94241,0.99903,1.46989,2.38296
1.94257,0.99893,1.22450,2.14601
1.94257,0.99893,1.22450,2.14601
1.94238,0.99893,1.38840,2.30396
1.94238,0.99893,1.38840,2.30396
1.94113,0.99912,1.48685,2.39739
1.94113,0.99912,1.48685,2.39739
1.94120,0.99911,1.50197,2.41206
1.94120,0.99911,1.50197,2.41206
1.94210,0.99876,1.39873,2.31301
1.94210,0.99876,1.39873,2.31301
1.94213,0.99876,1.48043,2.39188
1.94213,0.99876,1.48043,2.39188
1.94216,0.99875,1.47859,2.39014
1.94216,0.99875,1.47859,2.39014
1.94391,0.99847,1.45063,2.36481
1.94391,0.99847,1.45063,2.36481
1.94396,0.99847,1.46579,2.37950
1.94396,0.99847,1.46579,2.37950
1.94470,0.99854,1.45430,2.36917
1.94470,0.99854,1.45430,2.36917
1.94599,0.99856,1.37800,2.29680
1.94599,0.99856,1.37800,2.29680
1.94602,0.99856,1.45911,2.37523
1.94602,0.99856,1.45911,2.37523
1.94607,0.99856,1.45032,2.36679
1.94607,0.99856,1.45032,2.36679
1.94646,0.99875,1.39065,2.30956
1.94646,0.99875,1.39065,2.30956
1.94646,0.99875,1.39065,2.30956
1.94646,0.99875,1.39065,2.30956
1.94652,0.99875,1.47198,2.38825
1.94652,0.99875,1.47198,2.38825
1.94704,0.99875,1.23264,2.15728
1.94704,0.99875,1.23264,2.15728
1.94697,0.99875,1.34468,2.26551
1.94697,0.99875,1.34468,2.26551
1.94516,0.99900,1.38577,2.30311
1.94516,0.99900,1.38577,2.30311
1.94519,0.99900,1.46809,2.38265
1.94519,0.99900,1.46809,2.38265
1.94525,0.99900,1.46151,2.37637
1.94525,0.99900,1.46151,2.37637
1.94693,0.99874,1.45457,2.37125
1.94693,0.99874,1.45457,2.37125
1.94699,0.99873,1.46761,2.38392
1.94699,0.99873,1.46761,2.38392
1.94796,0.99862,1.45609,2.37363
1.94796,0.99862,1.45609,2.37363
1.94802,0.99861,1.47062,2.38774
1.94802,0.99861,1.47062,2.38774
1.94807,0.99861,1.45154,2.36935
1.94807,0.99861,1.45154,2.36935
1.94820,0.99859,1.47580,2.39272
1.94820,0.99859,1.47580,2.39272
1.94826,0.99859,1.49310,2.40953
1.94826,0.99859,1.49310,2.40953
1.94863,0.99843,1.39767,2.31731
1.94863,0.99843,1.39767,2.31731
1.94867,0.99843,1.48327,2.40013
1.94867,0.99843,1.48327,2.40013
1.94867,0.99843,1.48327,2.40013
1.94867,0.99843,1.48327,2.40013
1.94867,0.99843,1.48327,2.40013
1.94867,0.99843,1.48327,2.40013
1.94876,0.99843,1.46508,2.38265
1.94876,0.99843,1.46508,2.38265
1.94975,0.99836,1.38928,2.31023
1.94975,0.99836,1.38928,2.31023
1.94979,0.99836,1.46648,2.38497
1.94979,0.99836,1.46648,2.38497
1.94984,0.99835,1.45607,2.37496
1.94984,0.99835,1.45607,2.37496
1.95058,0.99836,1.38748,2.30924
1.95058,0.99836,1.38748,2.30924
1.95061,0.99836,1.47337,2.39242
1.95061,0.99836,1.47337,2.39242
1.95061,0.99836,1.47337,2.39242
1.95061,0.99836,1.47337,2.39242
1.95108,0.99849,1.39561,2.31762
1.95108,0.99849,1.39561,2.31762
1.95112,0.99849,1.47782,2.39726
1.95112,0.99849,1.47782,2.39726
1.95184,0.99853,1.43999,2.36130
1.95184,0.99853,1.43999,2.36130
1.95189,0.99853,1.46018,2.38091
1.95189,0.99853,1.46018,2.38091
1.95255,0.99858,1.43801,2.36006
1.95255,0.99858,1.43801,2.36006
1.95259,0.99858,1.45598,2.37751
1.95259,0.99858,1.45598,2.37751
1.95264,0.99858,1.44033,2.36241
1.95264,0.99858,1.44033,2.36241
1.95259,0.99869,1.44351,2.36530
1.95259,0.99869,1.44351,2.36530
1.95263,0.99869,1.46087,2.38218
1.95263,0.99869,1.46087,2.38218
1.95312,0.99871,1.46771,2.38918
1.95312,0.99871,1.46771,2.38918
1.95318,0.99871,1.48012,2.40127
1.95318,0.99871,1.48012,2.40127
1.95324,0.99871,1.46045,2.38229
1.95324,0.99871,1.46045,2.38229
1.95329,0.99870,1.43461,2.35731
1.95329,0.99870,1.43461,2.35731
1.95344,0.99846,1.48586,2.40665
1.95344,0.99846,1.48586,2.40665
1.95350,0.99845,1.47329,2.39455
1.95350,0.99845,1.47329,2.39455
1.95351,0.99838,1.38070,2.30457
1.95351,0.99838,1.38070,2.30457
1.95352,0.99838,1.44360,2.36550
1.95352,0.99838,1.44360,2.36550
1.95440,0.99847,1.39054,2.31500
1.95440,0.99847,1.39054,2.31500
1.95443,0.99847,1.46990,2.39194
1.95443,0.99847,1.46990,2.39194
1.95464,0.99851,1.36366,2.28904
1.95464,0.99851,1.36366,2.28904
1.95467,0.99851,1.44733,2.37015
1.95467,0.99851,1.44733,2.37015
1.95537,0.99856,1.39037,2.31561
1.95537,0.99856,1.39037,2.31561
1.95541,0.99856,1.46944,2.39229
1.95541,0.99856,1.46944,2.39229
1.95588,0.99852,1.43832,2.36242
1.95588,0.99852,1.43832,2.36242
1.95593,0.99852,1.45443,2.37809
1.95593,0.99852,1.45443,2.37809
1.95656,0.99858,1.39157,2.31771
1.95656,0.99858,1.39157,2.31771
1.95660,0.99858,1.47050,2.39430
1.95660,0.99858,1.47050,2.39430
1.95666,0.99858,1.45930,2.38351
1.95666,0.99858,1.45930,2.38351
1.95713,0.99858,1.44431,2.36930
1.95713,0.99858,1.44431,2.36930
1.95716,0.99858,1.46230,2.38677
1.95716,0.99858,1.46230,2.38677
1.95821,0.99846,1.44815,2.37396
1.95821,0.99846,1.44815,2.37396
1.95826,0.99846,1.46633,2.39167
1.95826,0.99846,1.46633,2.39167
1.95934,0.99830,1.44637,2.37320
1.95934,0.99830,1.44637,2.37320
1.95939,0.99830,1.45962,2.38612
1.95939,0.99830,1.45962,2.38612
1.95988,0.99836,1.49024,2.41625
1.95988,0.99836,1.49024,2.41625
1.95995,0.99836,1.47377,2.40034
1.95995,0.99836,1.47377,2.40034
1.96001,0.99835,1.44623,2.37366
1.96001,0.99835,1.44623,2.37366
1.95977,0.99830,1.38954,2.31804
1.95977,0.99830,1.38954,2.31804
1.95981,0.99830,1.46775,2.39401
1.95981,0.99830,1.46775,2.39401
1.95986,0.99830,1.45821,2.38481
1.95986,0.99830,1.45821,2.38481
1.96058,0.99836,1.38958,2.31884
1.96058,0.99836,1.38958,2.31884
1.96061,0.99836,1.47157,2.39851
1.96061,0.99836,1.47157,2.39851
1.96067,0.99837,1.46107,2.38838
1.96067,0.99837,1.46107,2.38838
1.96142,0.99843,1.36329,2.29412
1.96142,0.99843,1.36329,2.29412
1.96145,0.99843,1.45124,2.37958
1.96145,0.99843,1.45124,2.37958
1.96231,0.99839,1.38237,2.31341
1.96231,0.99839,1.38237,2.31341
1.96235,0.99839,1.46025,2.38913
1.96235,0.99839,1.46025,2.38913
1.96291,0.99836,1.37778,2.30938
1.96291,0.99836,1.37778,2.30938
1.96294,0.99836,1.45809,2.38747
1.96294,0.99836,1.45809,2.38747
1.96351,0.99833,1.42802,2.35864
1.96351,0.99833,1.42802,2.35864
1.96351,0.99833,1.42802,2.35864
1.96351,0.99833,1.42802,2.35864
1.96358,0.99833,1.43775,2.36818
1.96358,0.99833,1.43775,2.36818
1.96403,0.99843,1.38882,2.32098
1.96403,0.99843,1.38882,2.32098
1.96406,0.99843,1.46925,2.39922
1.96406,0.99843,1.46925,2.39922
1.96412,0.99843,1.46024,2.39052
1.96412,0.99843,1.46024,2.39052
1.96485,0.99836,1.44321,2.37452
1.96485,0.99836,1.44321,2.37452
1.96490,0.99836,1.45863,2.38958
1.96490,0.99836,1.45863,2.38958
