2.,2.63339,1.62706
3.,2.63339,1.62706
4.,2.67292,1.66619
5.,2.67292,1.66619
6.,2.71146,1.70434
7.,2.71146,1.70434
8.,2.74935,1.74186
9.,2.74935,1.74186
10.,2.78674,1.77888
11.,2.78674,1.77888
12.,2.82364,1.81541
13.,2.82364,1.81541
14.,2.86004,1.85144
15.,2.86004,1.85144
16.,2.89727,1.88830
17.,2.89727,1.88830
18.,2.93395,1.92461
19.,2.93395,1.92461
20.,2.97017,1.96047
21.,2.97017,1.96047
22.,3.00601,1.99595
23.,3.00601,1.99595
24.,3.04151,2.03109
25.,3.04151,2.03109
26.,3.07680,2.06603
27.,3.07680,2.06603
28.,3.11187,2.10075
29.,3.11187,2.10075
30.,3.14713,2.13566
31.,3.14713,2.13566
32.,3.18226,2.17043
33.,3.18226,2.17043
34.,3.21715,2.20498
35.,3.21715,2.20498
36.,3.25181,2.23929
37.,3.25181,2.23929
38.,3.28627,2.27341
39.,3.28627,2.27341
40.,3.32055,2.30735
41.,3.32055,2.30735
42.,3.35469,2.34114
43.,3.35469,2.34114
44.,3.38871,2.37482
45.,3.38871,2.37482
46.,3.42262,2.40840
47.,3.42262,2.40840
48.,3.45704,2.44247
49.,3.45704,2.44247
50.,3.49225,2.47733
51.,3.49225,2.47733
52.,3.52699,2.51172
53.,3.52699,2.51172
54.,3.56143,2.54581
55.,3.56143,2.54581
56.,3.59567,2.57972
57.,3.59567,2.57972
58.,3.62979,2.61349
59.,3.62979,2.61349
60.,3.66382,2.64718
61.,3.66382,2.64718
62.,3.69780,2.68082
63.,3.69780,2.68082
64.,3.73173,2.71441
65.,3.73173,2.71441
66.,3.76564,2.74799
67.,3.76564,2.74799
68.,3.79954,2.78155
69.,3.79954,2.78155
70.,3.83405,2.81571
71.,3.83405,2.81571
72.,3.86865,2.84996
73.,3.86865,2.84996
74.,3.90318,2.88415
75.,3.90318,2.88415
76.,3.93762,2.91825
77.,3.93762,2.91825
78.,3.97199,2.95227
79.,3.97199,2.95227
80.,4.00629,2.98623
81.,4.00629,2.98623
82.,4.04056,3.02015
83.,4.04056,3.02015
84.,4.07480,3.05406
85.,4.07480,3.05406
86.,4.10905,3.08795
87.,4.10905,3.08795
88.,4.14329,3.12185
89.,4.14329,3.12185
90.,4.17839,3.15660
91.,4.17839,3.15660
92.,4.21310,3.19097
93.,4.21310,3.19097
94.,4.24763,3.22516
95.,4.24763,3.22516
96.,4.28210,3.25928
97.,4.28210,3.25928
98.,4.31655,3.29339
99.,4.31655,3.29339
100.,4.35101,3.32750
101.,4.35101,3.32750
102.,4.38615,3.36229
103.,4.38615,3.36229
104.,4.42146,3.39725
105.,4.42146,3.39725
106.,4.45668,3.43212
107.,4.45668,3.43212
108.,4.49180,3.46688
109.,4.49180,3.46688
110.,4.52683,3.50156
111.,4.52683,3.50156
112.,4.56180,3.53618
113.,4.56180,3.53618
114.,4.59672,3.57076
115.,4.59672,3.57076
116.,4.63160,3.60529
117.,4.63160,3.60529
118.,4.66651,3.63984
119.,4.66651,3.63984
120.,4.70141,3.67439
121.,4.70141,3.67439
122.,4.73630,3.70894
123.,4.73630,3.70894
124.,4.77120,3.74349
125.,4.77120,3.74349
126.,4.80611,3.77805
127.,4.80611,3.77805
128.,4.84104,3.81263
129.,4.84104,3.81263
130.,4.87586,3.84710
131.,4.87586,3.84710
132.,4.91071,3.88161
133.,4.91071,3.88161
134.,4.94558,3.91612
135.,4.94558,3.91612
136.,4.98046,3.95066
137.,4.98046,3.95066
138.,5.01537,3.98522
139.,5.01537,3.98522
140.,5.05030,4.01980
141.,5.05030,4.01980
142.,5.08522,4.05436
143.,5.08522,4.05436
144.,5.12019,4.08899
145.,5.12019,4.08899
146.,5.15515,4.12359
147.,5.15515,4.12359
148.,5.19013,4.15823
149.,5.19013,4.15823
150.,5.22510,4.19285
151.,5.22510,4.19285
152.,5.26010,4.22750
153.,5.26010,4.22750
154.,5.29509,4.26214
155.,5.29509,4.26214
156.,5.33011,4.29681
157.,5.33011,4.29681
158.,5.36511,4.33146
159.,5.36511,4.33146
160.,5.40014,4.36614
161.,5.40014,4.36614
162.,5.43594,4.40158
163.,5.43594,4.40158
164.,5.47183,4.43711
165.,5.47183,4.43711
166.,5.50762,4.47254
167.,5.50762,4.47254
168.,5.54328,4.50785
169.,5.54328,4.50785
170.,5.57882,4.54303
171.,5.57882,4.54303
172.,5.61428,4.57813
173.,5.61428,4.57813
174.,5.65080,4.61430
175.,5.65080,4.61430
176.,5.68676,4.64989
177.,5.68676,4.64989
178.,5.72232,4.68510
179.,5.72232,4.68510
180.,5.75771,4.72013
181.,5.75771,4.72013
182.,5.79302,4.75509
183.,5.79302,4.75509
184.,5.82831,4.79003
185.,5.82831,4.79003
186.,5.86356,4.82492
187.,5.86356,4.82492
188.,5.89882,4.85983
189.,5.89882,4.85983
190.,5.93408,4.89474
191.,5.93408,4.89474
192.,5.96935,4.92966
193.,5.96935,4.92966
194.,6.00461,4.96457
195.,6.00461,4.96457
196.,6.03987,4.99947
197.,6.03987,4.99947
198.,6.07511,5.03436
199.,6.07511,5.03436
200.,6.11030,5.06919
201.,6.11030,5.06919
202.,6.14549,5.10403
203.,6.14549,5.10403
204.,6.18067,5.13887
205.,6.18067,5.13887
206.,6.21586,5.17370
207.,6.21586,5.17370
208.,6.25091,5.20841
209.,6.25091,5.20841
210.,6.28592,5.24306
211.,6.28592,5.24306
212.,6.32095,5.27774
213.,6.32095,5.27774
214.,6.35596,5.31240
215.,6.35596,5.31240
216.,6.39096,5.34705
217.,6.39096,5.34705
218.,6.42595,5.38169
219.,6.42595,5.38169
220.,6.46094,5.41633
221.,6.46094,5.41633
222.,6.49596,5.45100
223.,6.49596,5.45100
224.,6.53095,5.48564
225.,6.53095,5.48564
226.,6.56591,5.52025
227.,6.56591,5.52025
228.,6.60085,5.55484
229.,6.60085,5.55484
230.,6.63577,5.58941
231.,6.63577,5.58941
232.,6.67066,5.62396
233.,6.67066,5.62396
234.,6.70554,5.65849
235.,6.70554,5.65849
236.,6.74040,5.69300
237.,6.74040,5.69300
238.,6.77524,5.72749
239.,6.77524,5.72749
240.,6.81010,5.76200
241.,6.81010,5.76200
242.,6.84493,5.79648
243.,6.84493,5.79648
244.,6.87971,5.83092
245.,6.87971,5.83092
246.,6.91447,5.86533
247.,6.91447,5.86533
248.,6.94921,5.89972
249.,6.94921,5.89972
250.,6.98392,5.93408
251.,6.98392,5.93408
252.,7.01861,5.96843
253.,7.01861,5.96843
254.,7.05328,6.00275
255.,7.05328,6.00275
256.,7.08797,6.03709
257.,7.08797,6.03709
258.,7.12262,6.07139
259.,7.12262,6.07139
260.,7.15723,6.10565
261.,7.15723,6.10565
262.,7.19181,6.13989
263.,7.19181,6.13989
264.,7.22636,6.17410
265.,7.22636,6.17410
266.,7.26089,6.20828
267.,7.26089,6.20828
268.,7.29539,6.24244
269.,7.29539,6.24244
270.,7.32991,6.27661
271.,7.32991,6.27661
272.,7.36439,6.31074
273.,7.36439,6.31074
274.,7.39883,6.34484
275.,7.39883,6.34484
276.,7.43323,6.37890
277.,7.43323,6.37890
278.,7.46763,6.41295
279.,7.46763,6.41295
280.,7.50307,6.44804
281.,7.50307,6.44804
282.,7.53867,6.48329
283.,7.53867,6.48329
284.,7.57408,6.51834
285.,7.57408,6.51834
286.,7.60930,6.55320
287.,7.60930,6.55320
288.,7.64429,6.58785
289.,7.64429,6.58785
290.,7.67912,6.62232
291.,7.67912,6.62232
292.,7.71381,6.65667
293.,7.71381,6.65667
294.,7.74840,6.69092
295.,7.74840,6.69092
296.,7.78295,6.72512
297.,7.78295,6.72512
298.,7.81737,6.75920
299.,7.81737,6.75920
300.,7.85180,6.79328
301.,7.85180,6.79328
302.,7.88605,6.82719
303.,7.88605,6.82719
304.,7.92023,6.86103
305.,7.92023,6.86103
306.,7.95437,6.89483
307.,7.95437,6.89483
308.,7.98849,6.92861
309.,7.98849,6.92861
310.,8.02260,6.96237
311.,8.02260,6.96237
312.,8.05668,6.99612
313.,8.05668,6.99612
314.,8.09075,7.02984
315.,8.09075,7.02984
316.,8.12478,7.06354
317.,8.12478,7.06354
318.,8.15879,7.09720
319.,8.15879,7.09720
320.,8.19276,7.13083
321.,8.19276,7.13083
322.,8.22670,7.16444
323.,8.22670,7.16444
324.,8.26056,7.19795
325.,8.26056,7.19795
326.,8.29440,7.23146
327.,8.29440,7.23146
328.,8.32823,7.26494
329.,8.32823,7.26494
330.,8.36202,7.29840
331.,8.36202,7.29840
332.,8.39579,7.33183
333.,8.39579,7.33183
334.,8.42952,7.36522
335.,8.42952,7.36522
336.,8.46326,7.39862
337.,8.46326,7.39862
338.,8.49694,7.43197
339.,8.49694,7.43197
340.,8.53053,7.46522
341.,8.53053,7.46522
342.,8.56409,7.49845
343.,8.56409,7.49845
344.,8.59763,7.53166
345.,8.59763,7.53166
346.,8.63114,7.56483
347.,8.63114,7.56483
348.,8.66461,7.59797
349.,8.66461,7.59797
350.,8.69805,7.63107
351.,8.69805,7.63107
352.,8.73144,7.66413
353.,8.73144,7.66413
354.,8.76481,7.69716
355.,8.76481,7.69716
356.,8.79813,7.73015
357.,8.79813,7.73015
358.,8.83142,7.76311
359.,8.83142,7.76311
360.,8.86468,7.79603
361.,8.86468,7.79603
362.,8.89784,7.82886
363.,8.89784,7.82886
364.,8.93098,7.86167
365.,8.93098,7.86167
366.,8.96435,7.89470
367.,8.96435,7.89470
368.,8.99759,7.92761
369.,8.99759,7.92761
370.,9.03067,7.96037
371.,9.03067,7.96037
372.,9.06371,7.99307
373.,9.06371,7.99307
374.,9.09669,8.02572
375.,9.09669,8.02572
376.,9.12963,8.05833
377.,9.12963,8.05833
378.,9.16795,8.09627
379.,9.16795,8.09627
380.,9.20345,8.13142
381.,9.20345,8.13142
382.,9.23769,8.16531
383.,9.23769,8.16531
384.,9.27133,8.19861
385.,9.27133,8.19861
386.,9.30467,8.23163
387.,9.30467,8.23163
388.,9.33789,8.26451
389.,9.33789,8.26451
390.,9.37085,8.29714
391.,9.37085,8.29714
392.,9.40375,8.32972
393.,9.40375,8.32972
394.,9.43664,8.36227
395.,9.43664,8.36227
396.,9.46945,8.39475
397.,9.46945,8.39475
398.,9.50226,8.42724
399.,9.50226,8.42724
400.,9.53506,8.45971
401.,9.53506,8.45971
402.,9.56775,8.49207
403.,9.56775,8.49207
404.,9.60044,8.52443
405.,9.60044,8.52443
406.,9.63309,8.55676
407.,9.63309,8.55676
408.,9.66563,8.58897
409.,9.66563,8.58897
410.,9.69815,8.62116
411.,9.69815,8.62116
412.,9.73063,8.65332
413.,9.73063,8.65332
414.,9.76299,8.68536
415.,9.76299,8.68536
416.,9.79534,8.71739
417.,9.79534,8.71739
418.,9.82765,8.74938
419.,9.82765,8.74938
420.,9.85985,8.78125
421.,9.85985,8.78125
422.,9.89203,8.81311
423.,9.89203,8.81311
424.,9.92417,8.84493
425.,9.92417,8.84493
426.,9.95621,8.87665
427.,9.95621,8.87665
428.,9.98822,8.90834
429.,9.98822,8.90834
430.,10.02020,8.94000
431.,10.02020,8.94000
432.,10.05213,8.97161
433.,10.05213,8.97161
434.,10.08393,9.00309
435.,10.08393,9.00309
436.,10.11572,9.03456
437.,10.11572,9.03456
438.,10.14747,9.06600
439.,10.14747,9.06600
440.,10.17919,9.09739
441.,10.17919,9.09739
442.,10.21078,9.12867
443.,10.21078,9.12867
444.,10.24236,9.15993
445.,10.24236,9.15993
446.,10.27390,9.19116
447.,10.27390,9.19116
448.,10.30540,9.22235
449.,10.30540,9.22235
450.,10.33679,9.25342
451.,10.33679,9.25342
452.,10.36816,9.28448
453.,10.36816,9.28448
454.,10.39950,9.31551
455.,10.39950,9.31551
456.,10.43080,9.34649
457.,10.43080,9.34649
458.,10.46198,9.37736
459.,10.46198,9.37736
460.,10.49298,9.40805
461.,10.49298,9.40805
462.,10.52553,9.44027
463.,10.52553,9.44027
464.,10.55823,9.47265
465.,10.55823,9.47265
466.,10.59074,9.50483
467.,10.59074,9.50483
468.,10.62292,9.53669
469.,10.62292,9.53669
470.,10.65479,9.56825
471.,10.65479,9.56825
472.,10.68675,9.59988
473.,10.68675,9.59988
474.,10.71837,9.63118
475.,10.71837,9.63118
476.,10.74974,9.66225
477.,10.74974,9.66225
478.,10.78096,9.69315
479.,10.78096,9.69315
480.,10.81208,9.72396
481.,10.81208,9.72396
482.,10.83975,9.75136
483.,10.83975,9.75136
