0	1	9088	9088	3	
0	1	9081	9081	9	
0	1	9074	9074	14	
0	1	9067	9067	20	
0	1	9060	9060	26	
0	1	9053	9053	31	
0	1	9046	9046	37	
0	1	9039	9039	42	
0	1	9032	9032	48	
0	1	9025	9025	53	
0	1	9018	9018	59	
0	1	9011	9011	64	
0	1	9004	9004	69	
0	1	8997	8997	73	
0	1	8990	8990	82	
0	1	8983	8983	89	
0	1	8976	8976	97	
0	1	8969	8969	106	
0	1	8962	8962	114	
0	1	8955	8955	122	
0	1	8948	8955	130	
0	1	8948	8955	138	
0	1	8948	8955	146	
0	1	8948	8948	154	
0	1	8941	8941	163	
0	1	8934	8934	170	
0	1	8927	8927	179	
0	1	8920	8920	187	
0	1	8913	8913	194	
0	1	8906	8906	202	
0	1	8899	8899	209	
0	1	8892	8892	217	
0	1	8885	8885	226	
0	1	8878	8878	234	
0	1	8871	8871	243	
0	2	6220	6220	256	
0	2	6207	6207	267	
0	2	6194	6204	278	
0	2	6194	6204	290	
0	2	6194	6194	301	
0	2	6181	6181	314	
0	2	6168	6168	326	
0	2	6155	6155	338	
0	2	6142	6142	351	
0	2	6129	6129	363	
0	2	6116	6129	371	
0	2	6116	6116	383	
0	2	6103	6103	395	
0	2	6090	6090	407	
0	2	6077	6077	414	
0	2	6064	6064	422	
0	2	6051	6051	430	
0	2	6038	6038	438	
0	2	6025	6025	446	
0	2	6012	6012	455	
0	2	5999	5999	462	
0	2	5986	5986	475	
0	2	5973	5973	488	
0	3	8178	8178	497	
0	3	8171	8171	505	
0	3	8164	8164	513	
0	3	8157	8157	521	
0	3	8150	8150	529	
0	3	8143	8143	536	
0	3	8136	8136	544	
0	3	8129	8129	552	
0	3	8122	8122	560	
0	3	8115	8115	568	
0	3	8108	8108	575	
0	3	8101	8101	582	
0	3	8094	8094	589	
0	3	8087	8087	595	
0	3	8080	8080	601	
0	3	8073	8073	606	
0	3	8066	8066	612	
0	3	8059	8059	617	
0	3	8052	8052	623	
0	3	8045	8045	628	
0	3	8038	8038	634	
0	3	8031	8031	640	
0	3	8024	8024	646	
0	3	8017	8017	652	
0	3	8010	8010	657	
0	3	8003	8003	662	
0	3	7996	7996	666	
0	3	7989	7989	674	
0	3	7982	7982	683	
0	3	7975	7975	691	
0	3	7968	7968	699	
0	3	7961	7961	708	
0	3	7954	7954	715	
0	3	7947	7947	723	
0	3	7940	7940	732	
0	3	7933	7933	739	
0	4	5232	5232	752	
0	4	5219	5219	765	
0	4	5206	5206	777	
0	4	5193	5193	788	
0	4	5180	5180	801	
0	4	5167	5167	813	
0	4	5154	5154	826	
0	4	5141	5141	839	
0	4	5128	5128	852	
0	4	5115	5115	865	
0	4	5102	5112	877	
0	4	5102	5102	889	
0	4	5089	5089	898	
0	4	5076	5076	907	
0	4	5063	5063	916	
0	4	5050	5050	924	
0	4	5037	5037	931	
0	4	5024	5024	940	
0	4	5011	5011	949	
0	4	4998	4998	956	
0	4	4985	4985	970	
0	4	4972	4972	983	
0	4	4959	4959	996	
1	1	9088	9088	3	
1	1	9081	9081	9	
1	1	9074	9074	14	
1	1	9067	9067	20	
1	1	9060	9060	26	
1	1	9053	9053	31	
1	1	9046	9046	36	
1	1	9039	9039	41	
1	1	9032	9032	47	
1	1	9025	9025	53	
1	1	9018	9018	58	
1	1	9011	9011	64	
1	1	9004	9004	68	
1	1	8997	8997	73	
1	1	8990	8990	81	
1	1	8983	8983	89	
1	1	8976	8976	97	
1	1	8969	8969	105	
1	1	8962	8962	113	
1	1	8955	8955	121	
1	1	8948	8958	129	
1	1	8948	8955	137	
1	1	8948	8948	146	
1	1	8941	8941	154	
1	1	8934	8934	162	
1	1	8927	8927	170	
1	1	8920	8920	179	
1	1	8913	8913	186	
1	1	8906	8906	193	
1	1	8899	8899	200	
1	1	8892	8892	209	
1	1	8885	8885	217	
1	1	8878	8878	225	
1	1	8871	8871	234	
1	1	8864	8864	243	
1	2	6220	6220	255	
1	2	6207	6207	267	
1	2	6194	6204	278	
1	2	6194	6194	289	
1	2	6181	6181	302	
1	2	6168	6168	314	
1	2	6155	6155	327	
1	2	6142	6142	339	
1	2	6129	6129	351	
1	2	6116	6116	364	
1	2	6103	6103	376	
1	2	6090	6090	387	
1	2	6077	6077	394	
1	2	6064	6064	403	
1	2	6051	6051	411	
1	2	6038	6038	418	
1	2	6025	6025	427	
1	2	6012	6012	435	
1	2	5999	5999	442	
1	2	5986	5986	455	
1	2	5973	5973	469	
1	2	5960	5960	482	
1	2	5947	5947	494	
1	3	8178	8178	502	
1	3	8171	8171	511	
1	3	8164	8164	519	
